Time,Centre position X,Centre position Y
0.000,,
0.200,208,328
0.320,222,328
0.430,237,329
0.550,246,328
0.660,256,329
0.780,256,330
0.900,256,330
1.020,251,329
1.150,246,323
1.260,245,307
1.370,243,297
1.490,238,288
1.610,227,275
1.730,214,267
1.840,192,257
1.950,177,250
2.070,160,247
2.190,154,245
2.310,152,238
2.420,148,222
2.540,146,205
2.670,144,191
2.780,144,169
2.900,147,149
3.020,148,143
3.130,147,138
3.250,147,125
3.360,145,112
3.480,144,91
3.590,144,77
3.700,143,68
3.820,143,69
3.940,147,69
4.050,148,71
4.170,147,71
4.280,148,71
4.400,148,70
4.510,148,70
4.640,148,70
4.770,147,70
4.880,147,71
5.000,147,71
5.110,148,70
5.240,151,72
5.350,154,74
5.480,158,75
5.590,161,78
5.710,160,86
5.820,158,100
5.940,154,123
6.050,150,143
6.170,147,162
6.290,144,191
6.410,144,219
6.520,145,239
6.630,145,260
6.740,146,288
6.870,151,311
6.980,154,323
7.100,161,329
7.210,173,331
7.330,187,333
7.440,193,334
7.550,205,332
7.660,225,332
7.780,240,332
7.890,256,332
8.000,277,333
8.120,296,333
8.230,314,334
8.350,338,333
8.470,356,333
8.580,368,332
8.690,378,332
8.810,393,331
8.930,400,331
9.040,400,330
9.160,405,331
9.270,412,332
9.390,411,330
9.500,413,323
9.620,417,319
9.730,421,302
9.840,424,290
9.960,425,279
10.080,426,266
10.200,425,256
10.320,425,234
10.420,425,218
10.540,425,197
10.660,423,181
10.770,418,163
10.890,416,152
11.010,411,140
11.120,409,131
11.240,405,114
11.360,404,104
11.480,403,95
11.590,401,83
11.700,397,68
11.820,395,65
11.940,385,62
12.060,380,59
12.170,361,55
12.290,347,51
12.410,326,50
12.520,305,51
12.640,289,53
12.760,276,56
12.880,272,56
12.990,261,55
13.110,241,56
13.220,225,57
13.340,206,56
13.450,192,54
13.570,186,53
13.680,179,57
13.800,165,63
13.920,162,64
14.040,162,63
14.150,161,61
14.280,153,59
14.380,151,58
14.500,149,56
14.620,147,56
14.740,147,57
14.860,147,57
14.980,147,57
15.090,148,57
15.220,156,59
15.330,157,60
15.440,156,60
15.550,158,59
15.660,159,59
15.790,157,58
15.900,153,57
16.020,152,56
16.130,152,55
16.240,151,54
16.360,151,53
16.470,149,53
16.590,148,53
16.710,148,53
16.820,148,54
16.930,154,53
17.050,158,53
17.160,159,55
17.280,162,61
17.400,162,82
17.510,160,100
17.630,156,126
17.750,151,148
17.860,146,169
17.980,144,199
18.090,145,227
18.220,146,249
18.330,147,271
18.440,148,287
18.550,151,299
18.660,154,308
18.780,156,311
18.890,155,311
19.000,154,311
19.110,153,310
19.240,153,309
19.350,154,307
19.470,155,307
19.580,156,308
19.700,161,313
19.810,167,321
19.930,175,326
20.050,178,328
20.160,180,328
