Time,Centre position X,Centre position Y
0.000,,
0.190,240,192
0.310,246,185
0.410,254,179
0.530,265,174
0.660,272,171
0.770,285,175
0.890,296,177
1.000,307,183
1.120,319,192
1.240,332,207
1.350,338,217
1.470,346,230
1.590,355,246
1.700,363,262
1.810,365,269
1.930,367,284
2.040,366,301
2.160,365,315
2.280,366,319
2.400,370,322
2.510,373,325
2.630,376,328
2.750,381,328
2.870,391,330
2.980,399,331
3.100,405,331
3.230,412,332
3.350,413,332
3.460,413,332
3.570,413,329
3.690,415,328
3.800,417,328
3.920,418,327
4.030,418,326
4.150,419,327
4.270,420,329
4.380,421,329
4.500,422,329
4.610,422,329
4.730,421,329
4.860,422,329
4.970,423,328
5.090,423,328
5.200,423,328
5.320,423,328
5.430,423,328
5.550,420,328
5.660,419,329
5.770,416,330
5.890,416,328
6.010,419,325
6.120,421,325
6.240,421,326
6.350,419,329
6.470,414,330
6.600,405,331
6.720,397,331
6.840,384,332
6.950,376,332
7.070,366,333
7.180,351,332
7.300,334,331
7.430,321,330
7.540,305,330
7.660,293,333
7.780,276,334
7.880,266,334
8.000,252,333
8.120,239,332
8.240,222,331
8.360,209,331
8.480,192,331
8.600,177,330
8.710,168,331
8.830,163,330
8.940,160,327
9.050,160,326
9.160,161,325
9.280,160,325
9.390,157,318
9.510,153,311
9.630,152,302
9.740,152,292
9.860,155,282
9.970,156,266
10.080,157,254
10.210,156,240
10.320,155,228
10.430,154,215
10.550,153,199
10.670,153,185
10.780,154,168
10.890,154,154
11.000,156,140
11.120,158,133
11.240,162,116
11.350,165,104
11.470,170,90
11.580,173,83
11.710,174,75
11.830,171,69
11.950,169,63
12.060,165,60
12.180,160,56
12.300,159,57
12.420,159,58
12.540,160,58
12.650,159,57
12.770,159,58
12.880,160,59
13.000,162,59
13.110,162,59
13.220,163,58
13.350,167,57
13.470,171,55
13.590,170,54
13.720,167,55
13.830,166,55
13.940,166,56
14.060,165,55
14.170,165,55
14.290,166,56
14.400,166,56
14.510,164,57
14.630,163,57
14.750,162,58
14.880,162,60
14.990,161,61
15.110,161,60
15.230,162,60
15.350,162,59
15.470,161,58
15.580,160,57
15.700,160,57
15.820,161,57
15.930,160,57
16.050,160,57
16.170,159,56
16.300,160,56
16.420,159,56
16.530,156,59
16.650,153,61
16.770,150,63
16.890,151,63
17.000,149,69
17.120,148,74
17.240,147,74
17.350,147,74
17.470,148,73
17.590,148,73
17.700,148,73
17.820,148,73
17.930,148,73
18.040,148,73
18.160,147,72
18.270,148,71
18.390,149,70
18.510,148,70
18.610,148,70
18.730,148,70
18.850,148,70
18.970,149,70
19.090,149,70
19.200,149,69
19.310,149,70
19.430,148,70
19.540,148,70
19.660,148,70
19.770,148,71
19.890,148,70
20.020,148,70
20.150,147,71
20.270,147,71
20.390,148,72
20.510,147,71
20.630,148,71
20.740,148,70
20.860,148,70
20.990,148,70
21.100,148,70
21.210,149,69
21.320,148,69
21.430,149,69
21.540,149,69
21.660,149,69
21.770,149,69
21.890,149,69
22.010,149,69
22.140,149,69
22.250,149,69
22.370,149,69
22.480,149,69
22.600,149,70
22.710,148,70
22.820,147,70
22.940,148,71
23.050,147,72
23.180,148,73
23.290,147,72
23.410,147,73
23.530,147,73
23.650,147,72
23.770,147,72
23.890,147,72
24.000,147,72
24.120,148,72
24.250,147,71
24.360,147,71
24.480,147,70
24.600,147,70
24.720,148,69
24.830,149,70
24.940,148,69
25.060,148,68
25.170,150,66
25.280,151,65
25.400,153,64
25.510,154,63
25.630,155,63
25.750,156,62
25.860,161,61
25.980,163,60
26.100,166,59
26.210,173,59
26.320,179,59
26.440,190,59
26.550,200,59
26.670,213,58
26.790,223,58
26.900,237,57
27.020,247,55
27.140,262,54
27.260,274,54
27.370,291,53
27.490,309,54
27.610,323,56
27.730,340,60
27.840,353,61
27.960,370,63
28.080,382,64
28.200,395,66
28.310,403,66
28.440,408,66
28.560,406,68
28.670,408,75
28.790,413,86
28.910,418,101
29.030,424,117
29.150,427,133
29.270,427,144
29.390,425,160
29.500,423,172
29.620,422,183
29.730,422,199
29.850,423,217
29.970,423,229
30.090,424,243
30.210,424,263
30.340,424,282
30.460,422,296
30.570,418,312
30.690,413,323
30.800,413,325
30.910,415,324
31.020,414,323
31.140,408,322
31.250,402,323
31.370,401,324
31.490,401,323
31.600,402,322
31.710,402,322
31.820,403,323
31.940,404,323
32.040,404,325
32.160,404,325
32.280,404,325
32.400,405,325
32.510,406,325
32.630,405,325
32.740,404,326
32.860,405,326
32.980,407,326
33.090,408,329
33.210,407,331
33.340,411,332
33.450,413,333
33.570,414,333
33.700,414,333
33.820,416,332
33.940,418,332
34.050,419,332
34.170,420,331
34.290,421,332
34.400,420,332
34.520,420,331
34.630,420,331
34.750,421,331
34.870,422,330
34.980,422,329
35.090,422,329
35.210,422,329
35.320,421,330
35.440,421,330
35.560,420,330
35.670,421,330
35.790,421,331
35.910,421,331
36.030,420,332
36.150,420,331
36.260,421,331
36.380,421,331
36.490,421,331
36.600,421,330
36.710,421,330
36.830,420,330
36.950,421,330
37.060,421,330
37.170,421,329
37.280,421,329
37.400,421,329
37.520,421,329
37.630,421,330
37.740,421,330
37.860,421,330
37.970,421,330
38.080,421,330
38.200,421,330
38.310,421,330
38.420,421,330
38.540,421,330
38.660,421,329
38.770,421,329
38.890,421,329
39.010,421,329
39.120,421,329
39.240,421,329
39.360,421,329
39.470,421,329
39.580,421,330
39.700,421,330
39.820,421,330
39.940,421,330
40.050,420,330
40.170,420,330
40.280,420,330
40.390,420,330
40.520,420,330
40.630,420,330
40.740,420,330
40.860,420,330
40.970,421,330
41.090,421,330
41.200,421,330
41.310,421,330
41.440,421,330
41.560,421,329
41.670,421,329
41.790,421,329
41.910,420,329
42.030,420,329
42.140,420,329
42.250,420,329
42.350,420,329
42.470,420,329
42.590,420,329
42.700,420,329
42.810,421,329
42.930,421,329
43.050,421,329
43.160,420,330
43.270,420,330
43.380,420,330
43.490,420,330
43.610,420,330
43.740,420,330
43.850,420,330
43.960,420,329
44.090,420,329
44.210,419,329
44.340,420,329
44.460,420,329
44.570,420,329
44.690,421,330
44.810,420,330
44.920,420,331
45.040,421,331
45.160,422,330
45.280,421,331
45.390,421,332
45.510,420,332
45.620,421,332
45.730,421,332
45.850,421,331
45.960,420,331
46.080,420,331
46.200,420,331
46.320,420,330
