Time,Centre position X,Centre position Y
0.000,,
0.220,197,148
0.330,187,145
0.450,176,141
0.570,168,139
0.690,168,139
0.810,164,137
0.920,160,132
1.030,156,126
1.140,150,114
1.250,148,103
1.370,148,89
1.490,150,81
1.600,151,73
1.710,150,71
1.830,151,68
1.940,151,62
2.050,152,58
2.170,156,56
2.290,162,53
2.400,177,49
2.520,186,48
2.630,195,48
2.740,211,49
2.860,221,51
2.980,230,52
3.090,238,53
3.200,248,54
3.310,266,57
3.420,278,58
3.530,289,58
3.650,305,59
3.760,318,59
3.880,330,58
4.000,336,57
4.110,337,53
4.230,346,50
4.350,361,48
4.470,376,46
4.580,386,45
4.700,396,45
4.810,410,45
4.930,410,45
5.050,410,45
5.170,408,46
5.290,404,45
5.390,407,48
5.510,412,50
5.620,416,54
5.730,422,60
5.850,427,73
5.970,427,88
6.090,427,95
6.210,426,104
6.330,426,115
6.450,426,126
6.560,426,138
6.660,426,148
6.780,426,161
6.900,427,176
7.010,427,191
7.140,427,208
7.250,427,222
7.370,427,239
7.480,427,252
7.590,427,264
7.700,427,283
7.820,428,295
7.930,427,305
8.050,427,315
8.170,427,318
8.280,428,318
8.400,427,320
8.520,428,322
8.640,428,322
8.750,428,321
8.880,426,316
9.000,424,317
9.110,417,321
9.230,406,325
9.340,385,325
9.460,371,326
9.570,353,325
9.690,345,326
9.810,333,327
9.930,320,328
10.060,303,327
10.170,285,327
10.290,272,327
10.410,255,328
10.520,239,328
10.640,217,327
10.750,202,326
10.870,191,326
10.990,180,325
11.110,170,327
11.220,163,328
11.340,161,328
11.460,163,323
11.570,156,307
11.690,152,295
11.800,147,283
11.920,149,276
12.030,149,264
12.150,151,243
12.270,150,233
12.390,147,234
12.510,147,233
12.620,150,233
12.730,149,221
12.850,151,198
12.970,152,174
13.090,153,160
13.200,153,148
13.310,153,133
13.430,152,116
13.550,152,104
13.670,153,88
13.780,152,78
13.900,153,69
14.010,152,67
14.130,149,64
14.250,148,57
14.370,146,52
14.480,145,50
14.590,145,50
14.710,145,50
14.830,145,50
14.950,145,50
15.060,145,49
15.170,145,49
15.290,144,49
15.400,145,49
15.510,145,50
15.630,148,55
15.750,150,53
15.860,158,49
15.970,173,48
16.080,194,47
16.200,222,47
16.320,238,47
16.430,259,46
16.550,280,46
16.670,305,47
16.800,322,50
16.910,343,55
17.020,356,62
17.140,364,73
17.260,374,88
17.390,382,99
17.510,393,115
17.630,401,125
17.750,411,142
17.870,419,163
17.980,421,182
18.100,419,207
18.220,417,214
18.330,416,217
18.440,415,223
18.560,411,236
18.670,405,254
18.790,398,266
18.900,386,281
19.020,377,292
19.130,368,301
19.250,357,309
19.370,340,316
19.490,317,320
19.600,301,324
19.720,291,327
19.840,277,326
19.960,272,326
20.080,264,322
20.200,256,319
20.320,248,316
20.430,241,312
