Time,Centre position X,Centre position Y
0.000,,
0.220,278,247
0.340,275,252
0.470,272,259
0.590,270,262
0.710,269,262
0.820,268,263
0.940,265,265
1.060,266,265
1.180,266,265
1.300,266,265
1.420,264,267
1.530,253,272
1.640,246,275
1.750,237,279
1.870,226,282
1.980,217,285
2.100,205,289
2.210,198,293
2.330,188,298
2.450,177,305
2.560,170,311
2.680,165,316
2.800,169,313
2.920,174,313
3.050,177,317
3.160,183,321
3.270,196,325
3.390,207,326
3.510,222,326
3.630,234,327
3.740,233,327
3.850,229,326
3.960,229,325
4.080,227,326
4.190,228,327
4.300,231,326
4.430,242,324
4.540,251,324
4.660,263,321
4.780,277,324
4.890,292,325
5.010,300,326
5.120,315,326
5.240,328,326
5.360,341,326
5.480,351,326
5.590,367,325
5.710,374,325
5.830,382,325
5.940,391,325
6.060,387,322
6.170,390,316
6.290,393,311
6.410,395,309
6.530,391,309
6.640,391,305
6.760,392,302
6.870,396,291
6.990,400,282
7.100,406,272
7.220,411,263
7.330,418,252
7.440,421,244
7.550,423,237
7.670,424,224
7.780,424,215
7.900,424,205
8.010,424,199
8.120,425,184
8.240,425,172
8.360,425,155
8.470,425,143
8.590,426,126
8.700,426,116
8.820,426,106
8.940,426,92
9.060,426,80
9.180,426,71
9.300,424,72
9.400,422,75
9.520,418,76
9.630,404,72
9.750,394,70
9.860,384,67
9.970,368,61
10.090,356,56
10.200,345,52
10.320,334,50
10.440,319,51
10.550,306,52
10.670,299,52
10.780,293,49
10.900,286,49
11.020,278,51
11.140,264,55
11.260,250,59
11.380,241,60
11.490,236,60
11.610,238,60
11.720,239,59
11.840,231,57
11.950,221,54
12.080,210,53
12.200,209,53
12.310,209,54
12.440,202,56
12.550,187,57
12.660,178,55
12.770,170,52
12.900,170,51
13.010,174,50
13.130,175,49
13.250,173,50
13.360,168,50
13.470,167,50
13.590,167,52
13.710,166,54
13.820,166,53
13.940,167,53
14.060,166,57
14.180,163,61
14.290,163,61
14.410,166,53
14.520,162,53
14.630,159,51
14.750,157,53
14.870,155,53
14.990,151,54
15.100,151,54
15.220,151,54
15.340,155,53
15.450,159,54
15.570,158,61
15.680,154,76
15.800,152,97
15.910,151,110
16.010,151,123
16.120,150,141
16.230,151,154
16.350,150,166
16.460,150,183
16.580,151,198
16.690,152,208
16.800,151,211
16.920,153,214
17.030,160,226
17.150,164,237
17.260,171,252
17.380,173,264
17.490,175,276
17.600,175,289
17.710,176,297
17.820,173,311
17.940,171,316
18.050,169,317
18.170,168,316
18.290,165,318
18.420,167,317
18.540,175,317
18.650,185,324
18.760,198,326
18.880,217,326
19.000,239,326
19.120,256,326
19.240,274,325
19.340,286,325
19.460,296,326
19.580,300,325
19.690,301,326
19.810,303,326
19.920,303,324
20.040,321,322
20.150,344,319
20.260,363,319
20.370,377,321
20.500,394,324
20.620,410,325
20.740,414,327
20.850,418,326
20.970,420,326
21.080,422,328
21.200,422,327
21.310,422,328
21.430,421,328
21.550,421,328
21.660,421,328
21.770,419,327
21.890,414,324
22.000,412,321
22.110,416,310
22.230,420,292
22.350,422,273
22.460,424,249
22.590,426,225
22.700,427,208
22.810,427,190
22.920,426,167
23.040,427,149
23.160,427,129
23.280,427,115
23.390,427,98
23.510,427,92
23.630,425,80
23.740,423,68
23.850,417,60
23.960,406,53
24.080,395,49
24.190,379,48
24.300,362,48
24.420,345,48
24.540,325,48
24.650,304,48
24.770,291,48
24.890,282,47
25.000,275,48
25.120,267,48
25.230,254,48
25.350,245,48
25.460,232,51
25.570,221,55
25.680,217,56
25.790,218,57
25.910,221,57
26.030,222,56
26.150,220,58
26.260,212,66
26.380,208,73
26.500,203,81
26.610,200,88
26.720,194,100
26.840,190,113
26.950,184,128
27.060,179,141
27.180,175,154
27.300,167,168
27.410,164,177
27.520,158,184
27.640,155,188
27.760,158,186
27.880,157,195
27.990,154,210
28.100,155,220
28.220,154,227
28.330,155,242
28.440,154,257
28.560,152,277
28.680,151,296
28.800,152,307
28.920,151,315
29.040,150,322
29.150,150,323
