Time,Centre position X,Centre position Y
0.000,,
0.220,173,105
0.340,175,126
0.460,180,135
0.580,194,140
0.690,209,149
0.800,234,160
0.920,252,168
1.020,272,176
1.140,289,184
1.260,306,192
1.380,328,208
1.500,341,221
1.610,358,241
1.720,371,255
1.840,387,276
1.950,398,291
2.070,405,314
2.180,406,323
2.290,406,324
2.410,405,325
2.530,405,324
2.630,405,321
2.750,404,321
2.870,400,323
2.980,389,329
3.090,380,332
3.210,369,333
3.330,361,334
3.450,354,333
3.560,347,332
3.680,335,331
3.800,314,327
3.910,295,326
4.030,275,326
4.150,251,328
4.270,234,332
4.370,229,332
4.490,223,331
4.600,204,325
4.720,190,321
4.840,173,318
4.960,160,318
5.080,155,321
5.200,151,325
5.310,151,326
5.430,153,325
5.540,153,324
5.660,151,325
5.780,148,326
5.900,147,326
6.010,147,327
6.130,146,326
6.240,147,326
6.360,146,327
6.480,147,327
6.590,147,327
6.700,153,324
6.820,159,322
6.930,156,315
7.060,152,300
7.170,151,290
7.290,150,284
7.400,152,272
7.510,153,261
7.630,154,248
7.740,153,230
7.850,152,216
7.950,152,200
8.070,156,176
8.180,161,161
8.300,171,145
8.410,183,141
8.510,196,137
8.630,213,132
8.750,229,127
8.860,248,121
8.980,261,114
9.090,282,99
9.190,292,91
9.310,314,76
9.430,334,66
9.540,349,61
9.660,367,59
9.770,391,59
9.880,404,63
10.000,410,68
10.120,417,74
10.230,420,81
10.340,424,88
10.470,426,107
10.590,427,113
10.700,426,117
10.830,427,126
10.940,425,140
11.060,424,158
11.180,423,176
11.300,423,201
11.410,423,222
11.530,422,249
11.640,422,266
11.760,421,285
11.880,420,299
11.990,420,311
12.110,420,322
12.230,423,325
12.350,423,325
12.460,423,326
12.580,423,329
12.690,422,331
12.810,421,331
12.920,422,331
13.040,422,331
13.160,422,331
13.280,422,330
13.390,422,324
13.510,421,322
13.630,417,321
13.740,414,323
13.860,415,324
13.980,415,324
14.110,415,323
14.220,415,323
14.340,416,324
14.460,416,324
14.580,415,324
14.690,405,326
14.800,392,326
14.910,378,328
15.020,365,328
15.130,344,328
15.250,326,326
15.360,304,324
15.470,288,323
15.590,271,323
15.710,247,325
15.820,224,329
15.940,210,331
16.060,194,332
16.180,181,333
16.290,170,332
16.410,165,331
16.530,154,325
16.640,154,328
16.760,154,330
16.870,155,330
16.990,156,330
17.100,156,330
17.210,156,330
17.330,156,330
17.440,157,331
17.560,156,331
17.670,156,331
17.790,156,331
17.900,156,331
18.010,155,331
18.120,154,332
18.240,155,332
18.360,156,331
18.470,156,331
18.590,156,331
18.700,156,331
18.810,157,331
18.930,157,331
19.050,155,330
19.160,154,329
19.280,152,326
19.400,149,324
19.510,147,325
19.640,147,328
19.760,147,329
19.870,147,328
19.990,148,328
20.100,150,329
20.200,151,330
20.310,152,331
20.440,153,331
20.550,153,331
20.670,152,330
20.790,153,330
20.910,153,330
21.030,154,330
21.140,153,329
21.260,153,330
21.380,153,331
21.500,153,331
21.620,153,331
21.720,153,331
21.840,153,331
21.950,153,331
22.070,153,329
22.180,152,329
22.300,153,329
22.430,153,328
22.540,154,327
22.660,157,324
22.780,156,326
22.900,155,326
23.020,154,324
23.140,152,317
23.250,151,316
23.360,151,319
23.480,151,319
23.600,150,317
23.710,149,315
23.820,147,311
23.940,145,310
24.050,146,310
24.170,146,309
24.290,146,308
24.400,146,308
24.510,146,308
24.630,146,305
24.750,144,294
24.870,145,288
24.980,145,274
25.100,147,274
25.220,146,276
25.350,147,277
25.460,147,277
25.580,148,279
25.700,149,280
25.810,149,280
25.930,149,276
26.050,149,271
26.180,150,268
