Time,Centre position X,Centre position Y
0.000,,
0.190,350,224
0.310,361,227
0.420,370,229
0.550,383,230
0.660,388,230
0.780,396,232
0.890,402,233
1.020,402,230
1.130,404,225
1.250,409,219
1.360,413,211
1.470,412,202
1.580,412,190
1.700,411,173
1.820,412,163
1.930,412,145
2.050,412,134
2.170,411,118
2.280,411,108
2.390,409,100
2.510,406,88
2.620,400,81
2.740,385,74
2.860,366,69
2.970,351,66
3.090,337,67
3.200,318,70
3.320,306,71
3.440,295,72
3.560,287,71
3.670,276,72
3.780,270,70
3.900,257,67
4.030,244,61
4.140,231,58
4.250,218,56
4.370,201,59
4.490,190,63
4.600,181,66
4.710,174,70
4.830,171,82
4.950,167,96
5.070,163,116
5.190,160,130
5.310,157,148
5.430,156,162
5.540,157,181
5.650,161,191
5.770,168,204
5.880,166,201
5.990,166,199
6.110,169,197
6.220,175,197
6.330,183,198
6.450,185,200
6.560,185,207
6.680,190,215
6.800,192,226
6.910,190,244
7.020,189,255
7.140,186,271
7.250,182,282
7.360,178,295
7.470,172,302
7.590,166,308
7.700,161,310
7.810,166,309
7.930,171,313
8.040,178,317
8.160,201,321
8.270,216,325
8.390,232,323
8.500,255,318
8.610,273,315
8.720,288,314
8.850,310,312
8.960,331,307
9.070,346,302
9.190,359,295
9.300,368,279
9.420,374,262
9.530,378,244
9.650,379,220
9.760,381,197
9.880,383,180
10.000,387,156
10.110,390,141
10.230,392,124
10.340,392,111
10.450,393,101
10.570,398,90
10.680,403,82
10.800,411,70
10.910,416,65
11.030,418,62
11.140,418,61
11.250,417,61
11.380,418,56
11.490,421,52
11.610,421,50
11.730,423,49
11.840,424,49
11.960,424,49
12.080,424,49
12.190,424,49
12.300,424,49
12.420,424,49
12.530,424,49
12.640,424,49
12.750,423,50
12.860,418,55
12.970,417,54
13.090,416,53
13.210,406,56
13.330,386,57
13.450,375,62
13.560,372,68
13.670,367,81
13.780,363,94
13.900,356,110
14.010,348,131
14.130,341,149
14.240,339,154
14.360,332,154
14.480,319,155
14.590,300,150
14.700,286,143
14.820,273,136
14.930,257,126
15.050,243,118
15.170,226,108
15.280,214,103
15.400,200,94
15.510,189,87
15.630,178,81
15.740,168,74
15.860,159,66
15.970,154,61
16.090,151,57
16.210,151,56
16.320,154,60
16.430,162,57
16.550,169,53
16.660,180,53
16.780,189,54
16.890,199,57
17.000,217,61
17.120,228,61
17.240,240,59
17.350,253,57
17.470,263,54
17.590,265,53
17.700,264,53
17.820,262,54
17.940,261,54
18.050,261,53
18.160,262,59
18.280,269,67
18.390,277,78
18.510,279,94
18.620,275,116
18.730,269,134
18.860,259,148
18.960,240,164
19.080,224,176
19.190,209,184
19.300,190,190
19.420,189,190
19.530,189,184
19.650,180,178
19.770,169,170
19.900,160,163
20.010,155,156
20.130,149,146
20.240,147,132
20.350,146,117
20.470,145,111
20.590,145,111
20.710,146,112
20.820,146,114
20.940,145,114
21.060,144,115
21.170,144,115
21.290,144,115
21.400,144,115
21.510,146,118
21.620,147,119
21.730,150,120
21.850,155,114
21.970,164,114
22.090,175,115
22.210,194,120
22.330,211,132
22.450,224,141
22.560,235,153
22.670,248,171
22.780,261,184
22.900,280,196
23.010,297,201
23.120,322,204
23.230,341,203
23.340,359,199
23.460,381,193
23.580,391,187
23.700,404,179
23.810,410,176
23.920,416,175
24.030,420,176
24.140,424,175
24.260,426,175
24.370,427,176
24.480,427,176
24.590,426,176
24.720,426,176
24.850,424,176
24.960,417,177
25.070,417,180
25.190,418,189
25.300,419,211
25.420,419,220
25.540,419,218
25.650,420,219
25.760,421,219
25.870,419,217
25.990,415,222
26.110,409,236
26.230,403,248
26.340,398,257
26.460,391,265
26.570,381,267
26.680,376,266
26.800,368,260
26.920,359,257
27.030,346,251
27.130,334,251
27.250,317,256
27.370,292,261
