"","Track_ID","_TargetID","_Day","_Trial","_Arena","Probe","Sexo","tratamiento","strategy","name","confidence","1","2","3","4","5","6","7","8","9","path.length","mean.velocity","sd.velocity","total.time","latency.to.goal","goal.crossings","old.goal.crossings","coverage","mean.d.centroid","mean.d.goal","mean.d.old.goal","mean.d.origin","sd.d.centroid","sd.d.goal","sd.d.old.goal","sd.d.origin","centroid.goal.displacement","centroid.old.goal.displacement","mean.initial.heading.error","initial.trajectory.error","initial.reversal.error","turning","turning.absolute","efficiency","roaming.entropy","time.in.zone.pool","time.in.zone.wall","time.in.zone.far.wall","time.in.zone.annulus","time.in.zone.goal","time.in.zone.old.goal","time.in.zone.n.quadrant","time.in.zone.e.quadrant","time.in.zone.s.quadrant","time.in.zone.w.quadrant"
"fluoxetina_grupo1_217","fluoxetina_grupo1_217","2b","5","2","Arena_NE.txt","FALSE","masculino","CUMS_ctrl",7,"corrected search",0.5,0,0.004,0,0.028,0.002,0.166,0.5,0.3,0,66.2040584721903,26.4387874620887,13.4915452938599,2.24982,2.6898,1,0,0.00750603504371345,9.11664541178045,13.5174531624814,NA,42.9611203547517,5.09124236112045,7.12109743077508,NA,5.61947269729636,11.863184056163,NA,NA,22.987749433122,NA,0.181429243785662,1.6264261661939,0,0.497565773660699,60,8.57142857142857,34.2857142857143,17.1428571428571,4.28571428571429,0,0,0,60,0
"fluoxetina_grupo1_218","fluoxetina_grupo1_218","2b","5","3","Arena_NE.txt","FALSE","masculino","CUMS_ctrl",8,"direct path",0.452,0.01,0.014,0.002,0.022,0.004,0.152,0.344,0.452,0,55.799699306694,28.2862215445954,11.5064192990496,1.96998,2.37,1,0,0.00274215479168982,15.5688452699335,30.666387918056,NA,17.1367296612193,8.78564283945024,18.110850420807,NA,8.38173539737125,31.9945786980485,NA,8.99572328546945,5.66953684175347,NA,0,0.107320691488591,66.6666666666667,0.532847772319349,60,0,0,3.15789473684211,3.15789473684211,0,22.1052631578947,9.47368421052632,28.4210526315789,0
"fluoxetina_grupo1_219","fluoxetina_grupo1_219","2b","5","4","Arena_NE.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.466,0.002,0.046,0.002,0.1,0.006,0.466,0.378,0,0,133.896318534757,26.314948475126,9.60515264193008,5.06982,NA,0,0,0.122850363220818,25.0854818817857,39.1740179600048,NA,30.1123316284429,11.0249135343306,15.5360926410878,NA,11.6780039239495,32.2257829673913,NA,29.2124217501938,42.3440476100242,NA,-0.0764178418834076,0.545154830530019,0,0.640976841319303,60,0,12.7659574468085,26.8085106382979,0,0,16.5957446808511,31.9148936170213,11.4893617021277,0
"fluoxetina_grupo1_220","fluoxetina_grupo1_220","3b","5","1","Arena_NE.txt","FALSE","masculino","CUMS_ctrl",4,"scanning",0.496,0.002,0.148,0.018,0.496,0.038,0.278,0.008,0,0,516.608234994145,28.558955029539,10.8655381148354,18.09798,NA,0,0,0.00950499348426919,29.9439876039352,34.1846700089524,NA,32.0261659034255,10.0141059586836,20.7160909674612,NA,8.99445479057205,24.3706329244821,NA,8.65020986941845,10.0257111468464,NA,0.0124158259222941,0.685389550357705,87.5,0.784331574268367,60,1.80722891566265,10.1204819277108,22.7710843373494,0,0,12.6506024096386,10.1204819277108,29.2771084337349,7.95180722891566
"fluoxetina_grupo1_221","fluoxetina_grupo1_221","3b","5","2","Arena_NE.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.464,0,0.004,0.006,0.05,0.01,0.464,0.452,0.014,0,124.517342220449,23.0139815829249,9.01555749920708,5.3202,5.82,1,0,0.061351455950314,20.06155340675,23.1565309789674,NA,38.540048701842,5.63776740182463,11.3828805992219,NA,10.0211990905332,15.4988230409558,NA,55.9237787320111,33.1520193653418,NA,0.0627477744755347,0.883646085999357,0,0.626847271404584,60,6.52173913043478,30,9.1304347826087,2.60869565217391,0,0,26.0869565217391,33.9130434782609,0
"fluoxetina_grupo1_222","fluoxetina_grupo1_222","3b","5","3","Arena_NE.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.478,0,0,0,0.038,0.004,0.478,0.456,0.024,0,191.472085724179,59.3005607127581,137.536098819902,3.1704,3.8298,1,0,0.0283045320746279,24.9293576940905,39.6462705598577,NA,28.5778388591221,12.5527941779655,24.4671432633809,NA,11.734838724864,36.7028003262056,NA,NA,43.7867647583148,NA,-0.025535429661339,0.382127194840471,0,0.593713735025938,60,4.13793103448276,6.20689655172414,20.6896551724138,4.13793103448276,0,14.4827586206897,22.7586206896552,22.7586206896552,0
"fluoxetina_grupo1_223","fluoxetina_grupo1_223","3b","5","4","Arena_NE.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.414,0.02,0.044,0.006,0.104,0.01,0.414,0.382,0.01,0,123.155598738678,38.2574072578307,33.6913060091468,3,NA,0,0,0.161208249523631,23.7381505660011,39.8724821728873,NA,25.475177319681,9.27011705525791,20.9438807668899,NA,7.26485836578474,37.8861793823152,NA,38.3900140937208,49.7599860128598,NA,0.0544567946398661,0.152559619465923,0,0.596839347116079,60,2.14285714285714,0,6.42857142857143,0,0,19.2857142857143,19.2857142857143,19.2857142857143,2.14285714285714
"fluoxetina_grupo1_224","fluoxetina_grupo1_224","1-1","5","1","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",4,"scanning",0.538,0,0.086,0.014,0.538,0.02,0.338,0,0,0,544.437347960003,21.5371868553081,8.90699211783845,25.34202,25.722,1,0,0.510541267415924,30.1324683491778,32.1476715005476,NA,36.1965460311126,14.919142892634,18.9767344737505,NA,12.7483442431337,16.1147366886997,NA,7.53680657204409,6.94809096083234,NA,0.00541104912330298,0.26334643960962,87.5,0.788396535656359,60,10.8620689655172,18.8793103448276,13.1896551724138,0.258620689655172,0,4.13793103448276,11.8965517241379,34.3965517241379,9.56896551724138
"fluoxetina_grupo1_225","fluoxetina_grupo1_225","1-1","5","2","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.546,0,0.028,0,0.034,0,0.274,0.546,0.118,0,72.5338643885922,8.28435739630939,5.19655449896171,8.172,9.132,1,0,0.00210700534080207,8.67235603796502,12.3016565755457,NA,36.8587109224343,4.64509762051814,5.43842900022886,NA,3.56143077340053,9.41403478377223,NA,15.5594915623945,16.2169079666871,NA,0.0315032832198404,1.0933377366867,45.4545454545455,0.51300091423794,60,0,13.0434782608696,43.4782608695652,2.60869565217391,0,0,1.73913043478261,58.2608695652174,0
"fluoxetina_grupo1_226","fluoxetina_grupo1_226","1-1","5","3","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.434,0.012,0.098,0.01,0.05,0.006,0.36,0.434,0.03,0,117.689940959856,13.0133776486356,6.31331437621935,9.042,NA,0,0,0.0362009956604806,15.81842610995,24.8879132172588,NA,20.4193114660414,6.587823312813,13.886595498945,NA,5.65844538343902,23.176551233685,NA,9.37889106329209,9.50074776004499,NA,-0.0074605396041927,0.665392980063187,79.4117647058823,0.607809190847854,60,0,0,1.44578313253012,0,0,1.44578313253012,15.1807228915663,36.144578313253,7.2289156626506
"fluoxetina_grupo1_227","fluoxetina_grupo1_227","1-1","5","4","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",6,"directed search",0.554,0,0.072,0.002,0.186,0.02,0.554,0.164,0,0,180.60844564573,16.1269440713798,9.88547201694642,10.692,NA,0,0,0.162287424047237,25.4485043764746,38.4074550502652,NA,26.4386196577077,7.90552724712079,13.4492876364587,NA,9.98877476979839,30.9583399146203,NA,9.79740563703363,37.7850381505696,NA,-0.0439087460183558,0.570963547611819,72.7272727272727,0.666161930660915,60,0.625,0,21.25,0,0,6.875,24.375,8.125,20.625
"fluoxetina_grupo1_228","fluoxetina_grupo1_228","2-1","5","1","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.464,0,0.008,0.002,0.02,0,0.18,0.464,0.326,0,39.6074525295383,17.9502193826481,6.55753132720413,2.2098,2.5998,1,0,0.00756444695091686,9.68383496310193,18.2580680937788,NA,34.0123959110392,5.0988603171197,8.30724488016964,NA,7.54808652257506,17.435561352074,NA,18.8853774907496,12.6804140310954,NA,0.090201732175212,0.290125691934258,31.25,0.492193108985663,60,0,17.1428571428571,20,2.85714285714286,0,0,0,60,0
"fluoxetina_grupo1_229","fluoxetina_grupo1_229","2-1","5","2","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.564,0,0.01,0.004,0.042,0.006,0.25,0.564,0.122,0,93.2771099450306,20.4516817096133,9.40334099081703,6.5502,7.68,1,0,0.0450890599603701,13.3107683086736,13.7744545021157,NA,33.9845289843523,3.85618323380708,4.02730838894824,NA,9.62389022265776,3.18652231371556,NA,36.838212471872,8.93942101033395,NA,0.170573353530974,0.311460421094339,0,0.592583381614733,60,0,26.6666666666667,11.6666666666667,1.66666666666667,0,0,0,60,0
"fluoxetina_grupo1_230","fluoxetina_grupo1_230","2-1","5","3","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",6,"directed search",0.672,0.002,0.028,0.002,0.092,0.014,0.672,0.19,0,0,258.301363634166,22.7266483636531,21.2297695117319,9.702,10.272,1,0,0.0940565562647222,24.1647782340012,25.5535866159107,NA,39.7581120175553,12.3011033807119,12.4999789350718,NA,7.33776240974776,8.15121073637261,NA,43.4560993712935,35.0897365051378,NA,-0.0257644844027063,0.880572109278116,0,0.676733889753737,60,3.52941176470588,25.4117647058824,27.5294117647059,0.705882352941176,0,0,9.1764705882353,36,14.8235294117647
"fluoxetina_grupo1_231","fluoxetina_grupo1_231","2-1","5","4","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",6,"directed search",0.448,0.002,0.114,0.028,0.33,0.056,0.448,0.012,0,0,439.223861397809,19.4445464405199,7.03406749626413,22.67802,23.088,1,0,0.338865171884216,28.2053768328024,31.1358968956053,NA,34.3735573817748,11.8980293238455,15.9642448485097,NA,10.8064768294844,16.9180566254394,NA,59.1247624177002,11.4457190250329,NA,0.00631971265104669,0.576085834375051,0,0.772877691863477,60,0.9,25.8,12,0.3,0,3.6,19.2,30.3,6.9
"fluoxetina_grupo1_232","fluoxetina_grupo1_232","3-1","5","1","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",6,"directed search",0.548,0.002,0.028,0,0.052,0.002,0.548,0.36,0.008,0,183.743156702349,17.2876625024993,7.83539012225327,10.63998,11.07,1,0,0.00350271166170754,18.1526388624738,22.318175864666,NA,33.2145878486235,9.05902056979992,9.93270005849029,NA,8.61393809020123,13.8242876383283,NA,10.8339881719444,6.49080149134142,NA,-0.00484139306928018,0.374229099695454,69.5652173913043,0.645129287037972,60,4.89795918367347,9.18367346938776,20.8163265306122,0.612244897959184,0,0,7.3469387755102,37.9591836734694,14.6938775510204
"fluoxetina_grupo1_233","fluoxetina_grupo1_233","3-1","5","2","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.536,0,0.01,0.004,0.032,0.008,0.396,0.536,0.014,0,125.628871994584,18.087411096189,7.61376951331407,6.9378,7.848,1,0,0.0487026588555675,20.1697895033791,20.4518667703938,NA,38.4559847680924,7.8048946452638,8.16696943391062,NA,4.7374872824238,3.94699232729955,NA,142.944194886341,27.659261596073,NA,0.0203088381564198,0.731009761784524,0,0.628466626749933,60,0,23.4375,36.5625,0.9375,0,0,6.5625,44.0625,9.375
"fluoxetina_grupo1_234","fluoxetina_grupo1_234","3-1","5","3","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",6,"directed search",0.612,0.002,0.042,0.004,0.172,0.032,0.612,0.136,0,0,323.03609863138,23.2626112904452,17.0262433162683,11.22798,11.628,1,0,0.0407850046503351,32.5713837398059,34.9428289800217,NA,39.2244567648424,8.92800374178499,17.9654774476257,NA,11.9447897998685,20.1888542710621,NA,NA,47.1467876318207,NA,-0.0207472833000184,0.435109616843353,0,0.70116908754435,60,10.9090909090909,26.5909090909091,10.9090909090909,0.681818181818182,0,8.86363636363636,21.1363636363636,28.6363636363636,1.36363636363636
"fluoxetina_grupo1_235","fluoxetina_grupo1_235","3-1","5","4","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.468,0,0.016,0.006,0.042,0.01,0.266,0.468,0.192,0,73.6438789991731,21.865644266555,8.72292007160356,3.38022,NA,0,0,0.0223584697263828,19.1534654155616,32.0646771259567,NA,27.7804509845114,9.15962222574935,20.0238597470544,NA,5.76874287056927,32.2125594105085,NA,10.3706980495799,10.7930201519315,NA,-0.0157565711904862,0.22900219266162,84.6153846153846,0.571464310777057,60,0,0,30,0,0,0,0,24.375,35.625
"fluoxetina_grupo1_236","fluoxetina_grupo1_236","4-1","5","1","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",4,"scanning",0.636,0.014,0.132,0.068,0.636,0.024,0.118,0,0,0,1220.9163643298,22.7385551882901,10.3362047380547,52.82202,53.118,1,0,0.496802514150835,31.0566935574879,34.2315565888137,NA,35.0192715729179,12.3791630867551,20.062443515499,NA,11.7483738295154,21.3022679832516,NA,58.0486515191553,29.1070060294768,NA,0.000308394764842317,0.388678524139001,0,0.843678340635862,60,7.48414376321353,15.6025369978858,20.0422832980973,0.25369978858351,0,10.7822410147992,8.37209302325581,29.8097251585624,11.0359408033827
"fluoxetina_grupo1_237","fluoxetina_grupo1_237","4-1","5","2","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.582,0,0.01,0.002,0.028,0.002,0.202,0.582,0.174,0,66.6643312902595,17.2416538752488,9.21473162504651,3.8502,4.6302,1,0,0.000142477878301731,11.428048883256,16.6213435794624,NA,40.8136930071597,5.59884777707189,9.24491230295228,NA,7.02586736539392,14.7464057586469,NA,18.1663565096177,19.8139442817426,NA,0.0484558079703576,0.790301290208431,38.8888888888889,0.522823678970007,60,10,23.3333333333333,26.6666666666667,1.66666666666667,0,0,0,60,0
"fluoxetina_grupo1_238","fluoxetina_grupo1_238","4-1","5","3","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.684,0,0,0,0.032,0.004,0.16,0.684,0.12,0,89.760144460793,22.5326140410773,11.3411448787191,4.00998,4.41,1,0,0.0483986859127877,23.8227596234707,43.7144489187221,NA,34.1621142616708,11.1116052722675,25.7961481290317,NA,9.18135473080608,43.9974135577745,NA,41.5596421596495,19.987498692933,NA,-0.143560435347103,0.340301728401565,21.4285714285714,0.587314707293922,60,0,22.1052631578947,17.3684210526316,1.57894736842105,0,6.31578947368421,34.7368421052632,18.9473684210526,0
"fluoxetina_grupo1_239","fluoxetina_grupo1_239","4-1","5","4","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",6,"directed search",0.546,0,0.046,0.004,0.242,0.012,0.546,0.146,0.004,0,197.443864351658,23.1344698417299,9.68612947272299,8.53002,NA,0,0,0.140566522687864,24.9716408932108,36.3058036714156,NA,25.3274986518768,8.53825224965253,16.9461456250415,NA,8.9598609215229,30.6139281791387,NA,11.8811190851951,25.2113683888836,NA,-0.0468213021115662,0.331566611302851,71.4285714285714,0.686123822102251,60,0,5.31645569620253,12.1518987341772,0,0,14.4303797468354,10.6329113924051,18.9873417721519,15.9493670886076
"fluoxetina_grupo1_240","fluoxetina_grupo1_240","1-2","5","1","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.504,0.002,0.006,0.004,0.032,0.002,0.182,0.504,0.266,0,78.7030935310066,24.6474146940863,12.4977731808578,3.1896,4.0398,1,0,0.00445910978438852,11.3883170733725,14.6080701934173,NA,45.614702056815,6.27056164932173,7.10606131937258,NA,8.07452949003913,9.30716433977702,NA,14.7372353422116,9.83150568326134,NA,-0.0200340478141654,0.459676585447167,33.3333333333333,0.537332658130586,60,24,16,20,2,0,0,0,60,0
"fluoxetina_grupo1_241","fluoxetina_grupo1_241","1-2","5","2","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.428,0.004,0.04,0.006,0.08,0.014,0.368,0.428,0.056,0,76.7641526073308,26.7284046968681,9.06714576366072,2.8698,NA,0,0,0.0652709687819462,16.6321780182307,32.707807128196,NA,34.617009701513,4.41363185953625,15.231929338258,NA,10.4117047631401,31.6822751667978,NA,122.529779990899,43.8114345804837,NA,0.119118623272706,0.4551464259697,0,0.576351729700537,60,11.1111111111111,11.1111111111111,13.3333333333333,0,0,0,42.2222222222222,17.7777777777778,0
"fluoxetina_grupo1_242","fluoxetina_grupo1_242","1-2","5","3","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.474,0.004,0.04,0.006,0.072,0.012,0.372,0.474,0.02,0,128.158267375785,44.5105255188275,106.305774757241,3.05022,NA,0,0,0.100786890878417,17.9742476869259,27.4799262947562,NA,26.1712387798456,9.01687181064294,16.9941251666781,NA,12.0926599730584,25.4966022007615,NA,NA,49.2376514874542,NA,-0.210834226420803,1.62549816590146,0,0.557480281594663,60,4.44444444444444,0,15.5555555555556,0,0,0,28.8888888888889,31.1111111111111,0
"fluoxetina_grupo1_243","fluoxetina_grupo1_243","1-2","5","4","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.474,0.002,0.026,0.004,0.05,0,0.442,0.474,0.002,0,168.469275756984,18.7245567596809,10.2593299786318,9,9.42,1,0,0.00325769921213202,19.1238961019796,24.1017648947077,NA,37.5392313970742,11.7348638628246,14.837788853884,NA,10.0328345518937,17.5951952408865,NA,10.3947178777117,15.063623999556,NA,-0.0106358933856878,0.590175088190488,75,0.633274653884841,60,0,33.2530120481928,15.1807228915663,0.72289156626506,0,5.06024096385542,0,41.9277108433735,13.0120481927711
"fluoxetina_grupo1_244","fluoxetina_grupo1_244","2-2","5","1","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.516,0.002,0.04,0.004,0.13,0.03,0.516,0.276,0,0,147.204193927648,24.2073146784883,9.27314352291197,6.09198,NA,0,0,0.200137827098775,27.425955703949,39.7305934984395,NA,27.4054225895082,3.01033701628992,14.5720151791769,NA,4.19382316752722,31.7187573738798,NA,136.971250059988,47.1256665523152,NA,-0.0318288376631901,0.416574649357632,0,0.656210720564571,60,0,0,20.3571428571429,0,0,9.64285714285714,17.1428571428571,9.64285714285714,23.5714285714286
"fluoxetina_grupo1_245","fluoxetina_grupo1_245","2-2","5","2","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.694,0,0.038,0.004,0.11,0.01,0.694,0.144,0,0,250.296593095659,21.748391003398,10.5965355096771,11.4282,12.318,1,0,0.158095660432714,23.5785854739306,28.5966247517375,NA,36.5880026971506,10.576804885113,14.5375185005035,NA,13.9022972035895,18.5622200700771,NA,44.6569568815941,17.018369487116,NA,0.0293793724189289,0.642648830612292,0,0.693449508820463,60,17.3076923076923,11.5384615384615,16.1538461538462,0.576923076923077,0,6.34615384615385,0.576923076923077,43.2692307692308,9.80769230769231
"fluoxetina_grupo1_246","fluoxetina_grupo1_246","2-2","5","3","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.478,0.008,0.092,0.008,0.154,0.026,0.478,0.232,0.002,0,218.377451506079,27.6099041082098,31.8311031304663,5.982,NA,0,0,0.0781501428525234,24.2656979888496,24.6391336164609,NA,32.0320001520149,13.0965922750277,18.2088568630061,NA,14.5143363650094,13.4198350511159,NA,75.3176421298672,44.888843781501,NA,-0.0422243165413096,0.576976164621906,0,0.632368488833457,60,4.61538461538462,19.6153846153846,8.07692307692308,0,0,9.23076923076923,10.3846153846154,40.3846153846154,0
"fluoxetina_grupo1_247","fluoxetina_grupo1_247","2-2","5","4","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.486,0.012,0.33,0.042,0.486,0.006,0.122,0,0,0,930.971613114448,15.7156750294598,6.67902812451306,59.48802,NA,0,0,0.0942650588284555,24.6266170153617,30.4838716102903,NA,27.4395568890648,10.5588946773659,14.8693082291784,NA,12.6249173351888,20.8678173548617,NA,7.88665228821714,8.93942101033395,NA,1.75957237844305e-18,0.43425681813752,91.304347826087,0.819913344164942,60,3.98523985239852,9.29889298892989,8.96678966789668,0,0,6.309963099631,11.9557195571956,28.3394833948339,13.3948339483395
"fluoxetina_grupo1_248","fluoxetina_grupo1_248","3-2","5","1","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.458,0,0.036,0.014,0.052,0.004,0.256,0.458,0.178,0,44.7288490214409,21.242195127355,7.91518980453562,2.10018,NA,0,0,0.0113657379386204,11.6592472316371,21.3334860165276,NA,40.672256156608,5.27538856852998,12.2731761022651,NA,6.64578880734897,21.9407380750079,NA,11.0087088851956,7.93215758794542,NA,0.0270084197036612,0.269426995953968,75,0.512529165229028,60,6.31578947368421,31.5789473684211,22.1052631578947,0,0,0,0,44.2105263157895,15.7894736842105
"fluoxetina_grupo1_249","fluoxetina_grupo1_249","3-2","5","2","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.426,0.002,0.034,0,0.078,0.008,0.244,0.426,0.206,0,33.7162974775878,21.8911454380704,10.5075364220947,1.28982,NA,0,0,0.00113400144693433,11.9324419176044,23.0766097615979,NA,36.8078303662756,5.309969532076,13.4609784321169,NA,2.82612709698492,24.3939358380942,NA,2.91287914159466,6.50666765710374,NA,0.686802519142329,2.28386389142105,88.8888888888889,0.434209379051421,60,0,12,48,0,0,0,36,24,0
"fluoxetina_grupo1_250","fluoxetina_grupo1_250","3-2","5","3","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.652,0,0.01,0,0.028,0.002,0.284,0.652,0.024,0,121.4836735311,22.0533341539173,9.86474607659278,5.508,6.138,1,0,0.0603135276533587,20.0851708219368,25.334777104512,NA,35.212481562123,11.5740881098931,11.3652925661502,NA,12.7288682498802,14.9606313689396,NA,18.7715466701949,14.8607295917798,NA,0.0739993734770112,1.02228485937847,0,0.621033661205803,60,13.2,10.8,15.6,1.2,0,0,9.6,40.8,9.6
"fluoxetina_grupo1_251","fluoxetina_grupo1_251","3-2","5","4","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.46,0.008,0.108,0.018,0.368,0.024,0.46,0.012,0,0,446.468813442827,22.7513581766825,10.5888404547484,19.68198,NA,0,0,0.358820913808202,30.2767701849358,31.2663802446006,NA,38.7581671929873,11.8353506036453,15.8958548395644,NA,10.5102507347158,13.4331340795106,NA,12.6327073813371,14.8175513496664,NA,-0.0264488034819004,0.398384408468901,68.75,0.774198209720085,60,13.6666666666667,14.6666666666667,17,0,0,4.66666666666667,8.66666666666667,34,12.6666666666667
"fluoxetina_grupo1_252","fluoxetina_grupo1_252","4-2","5","1","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.492,0,0.004,0,0.028,0.004,0.178,0.492,0.294,0,37.6452458690926,21.9672426069181,7.29089153030362,1.7004,2.4402,1,0,0.0193744445677356,8.90004218949983,18.3959093109272,NA,27.4158404066184,3.09224763767225,8.46441712183518,NA,4.90188932950859,18.3270661112716,NA,53.2458792342465,13.9985016341036,NA,0.184097255659822,0.231411284057344,0,0.48699856415089,60,0,0,18.75,3.75,0,0,0,37.5,22.5
"fluoxetina_grupo1_253","fluoxetina_grupo1_253","4-2","5","2","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",5,"chaining",0.504,0.034,0.052,0.138,0.196,0.504,0.072,0,0,0,545.267826425481,24.1151705833302,10.2829882596356,22.6878,23.508,1,0,0.968303072546099,43.9643462152081,51.0055585342133,NA,44.193203083119,6.37120683922959,23.8098727306089,NA,7.1450235169895,34.4220773785972,NA,97.2425869499137,55.1763172384674,NA,0.010291775261003,0.666110699801596,0,0.794640797263239,60,19.3269230769231,27.4038461538462,10.9615384615385,0.288461538461538,0,15,12.4038461538462,16.1538461538462,16.4423076923077
"fluoxetina_grupo1_254","fluoxetina_grupo1_254","4-2","5","3","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.666,0,0.082,0.004,0.18,0.012,0.666,0.056,0,0,322.95819296374,18.6420830123436,7.86952236302873,17.3202,17.97,1,0,0.190390589770786,24.1559449290109,27.8364190219939,NA,31.5605454870604,11.2230271732762,12.7669255413719,NA,13.1864378068663,15.3877440686747,NA,12.5659526668786,36.5202508753705,NA,-0.00708449116191935,0.614524155675422,61.5384615384615,0.743628859493977,60,8.35443037974684,10.6329113924051,13.6708860759494,0.379746835443038,0,3.79746835443038,8.73417721518987,31.5189873417722,15.9493670886076
"fluoxetina_grupo1_255","fluoxetina_grupo1_255","4-2","5","4","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.55,0.012,0.112,0.046,0.55,0.032,0.24,0.004,0,0,485.940849039077,20.4950571757242,8.49279882910106,23.742,24.132,1,0,0.232522523837121,30.3630139197401,38.3880320684068,NA,31.7562683383414,13.8615300053855,23.2258123238189,NA,12.5622817602876,30.0774119225097,NA,28.9012103208067,46.3116096459624,NA,4.17824828557336e-05,0.343861704844931,0,0.780734857353654,60,5.80645161290323,14.1013824884793,11.0599078341014,0.276497695852535,0,10.5069124423963,12.4423963133641,25.7142857142857,11.3364055299539
"fluoxetina_grupo1_256","fluoxetina_grupo1_256","1a","6","1","Arena_NE.txt","TRUE","masculino","CUMS_Fluox",6,"directed search",0.466,0.006,0.052,0.056,0.382,0.01,0.466,0.026,0,0,1352.33634379987,22.8779364958298,8.87048617369177,59.1282,5.0202,9,0,0.229292914120238,28.0891511456215,27.9691900072846,NA,36.6861072292286,14.8218690679148,20.4794922676469,NA,12.2891060104303,13.9599451322862,NA,39.836453416578,28.8433008513242,NA,-0.0100872209275095,0.581790932802821,0,0.839845475839626,60,12.4675324675325,15.4730983302412,17.0315398886827,3.22820037105751,0,4.78664192949907,11.6883116883117,38.961038961039,4.56400742115028
"fluoxetina_grupo1_257","fluoxetina_grupo1_257","2a","6","1","Arena_NE.txt","TRUE","masculino","CUMS_Fluox",4,"scanning",0.622,0.004,0.072,0.024,0.622,0.032,0.24,0.004,0,0,1380.02101136717,23.189940437021,8.12045928275199,59.478,7.56,7,0,0.468315551765296,28.094565769552,31.1320561005944,NA,32.97313154258,12.9031141783016,18.7987357572225,NA,10.9214551705867,19.2127289471157,NA,17.2028748440689,19.3327278985662,NA,0.000936122461020365,0.526811062801371,38.0952380952381,0.85291768587709,60,5.88888888888889,10.7777777777778,19.2222222222222,2.44444444444444,0,5.88888888888889,14.7777777777778,30.2222222222222,9.11111111111111
"fluoxetina_grupo1_258","fluoxetina_grupo1_258","3a","6","1","Arena_NE.txt","TRUE","masculino","CUMS_Fluox",4,"scanning",0.55,0.004,0.054,0.04,0.55,0.018,0.296,0.03,0.006,0,1380.51530790363,23.2169834924081,9.73722534894653,59.51202,2.1102,8,0,0.738241092124738,25.936368228521,29.2641624078486,NA,30.3346060872699,11.961233738059,18.010246547294,NA,13.2245729492842,19.1651985172804,NA,8.95064777229623,7.11185657898133,NA,0.0107220860337062,0.462648619562868,78.5714285714286,0.838319538365718,60,5.52486187845304,10.2762430939227,18.6740331491713,2.87292817679558,0,5.41436464088398,16.2430939226519,32.1546961325967,6.1878453038674
"fluoxetina_grupo1_259","fluoxetina_grupo1_259","4a","6","1","Arena_NE.txt","TRUE","masculino","CUMS_Fluox",4,"scanning",0.566,0.01,0.056,0.04,0.566,0.01,0.266,0.044,0.008,0,1400.38886263243,23.5293143175036,9.16880868809921,59.478,2.5098,6,0,0.204946518478834,27.3774286945555,32.0103757373638,NA,30.2849788860353,12.4268673791163,19.5701335756834,NA,11.8139989410448,22.476460011539,NA,9.22672303601662,5.73984320343334,NA,0.000536681297651932,0.363170474400103,58.8235294117647,0.846766658332818,60,3.3210332103321,10.8487084870849,17.7121771217712,2.10332103321033,0,9.07749077490775,10.5166051660517,28.2287822878229,12.1771217712177
