"","Track_ID","_TargetID","_Day","_Trial","_Arena","Probe","Sexo","tratamiento","strategy","name","confidence","1","2","3","4","5","6","7","8","9","path.length","mean.velocity","sd.velocity","total.time","latency.to.goal","goal.crossings","old.goal.crossings","coverage","mean.d.centroid","mean.d.goal","mean.d.old.goal","mean.d.origin","sd.d.centroid","sd.d.goal","sd.d.old.goal","sd.d.origin","centroid.goal.displacement","centroid.old.goal.displacement","mean.initial.heading.error","initial.trajectory.error","initial.reversal.error","turning","turning.absolute","efficiency","roaming.entropy","time.in.zone.pool","time.in.zone.wall","time.in.zone.far.wall","time.in.zone.annulus","time.in.zone.goal","time.in.zone.old.goal","time.in.zone.n.quadrant","time.in.zone.e.quadrant","time.in.zone.s.quadrant","time.in.zone.w.quadrant"
"fluoxetina_grupo1_111","fluoxetina_grupo1_111","2-1","3","4","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",6,"directed search",0.478,0.002,0.034,0.002,0.072,0.006,0.478,0.4,0.002,0,134.366313508354,16.0887700829213,6.44012271480817,8.37,8.79,1,0,0.0376023404918277,20.401273764953,47.7307583414749,NA,25.4213116219819,10.5219238622105,21.7159773278544,NA,10.3245290180036,47.328963577572,NA,56.6085113205675,69.5402554208712,NA,-0.00425990962516869,0.396759929684595,5.88235294117647,0.634736621343551,60,0,2.33766233766234,18.7012987012987,0.779220779220779,0,31.9480519480519,13.2467532467532,14.8051948051948,0
"fluoxetina_grupo1_112","fluoxetina_grupo1_112","3-1","3","1","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",6,"directed search",0.534,0,0.042,0.004,0.17,0.028,0.534,0.222,0,0,271.854782051127,24.9044109453808,9.45338955930521,10.93998,11.46,1,0,0.0346009876377234,21.645468486659,21.7072451079152,NA,40.6453656878415,9.8091855698572,9.70305495437094,NA,11.4162571794371,0.525923603626245,NA,121.235611931037,34.3935919612942,NA,0.0159007160824552,0.593755782406897,0,0.70039468067226,58.8118811881188,14.2574257425743,17.8217821782178,17.8217821782178,0.594059405940594,0,0,8.31683168316832,50.4950495049505,0
"fluoxetina_grupo1_113","fluoxetina_grupo1_113","3-1","3","2","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.676,0,0.002,0,0.012,0,0.192,0.676,0.118,0,87.915730548268,29.6199871272699,10.5056442856,2.9598,3.27,1,0,0.0714559391072627,23.2558650851275,38.7373674699005,NA,37.5630382377413,9.30033213347611,22.151974173484,NA,2.61331602800024,37.9098152481576,NA,23.6085533890373,24.6063553579152,NA,-0.0258988154219793,0.166977302722858,15,0.586694693708757,60,0,6.42857142857143,53.5714285714286,4.28571428571429,0,0,0,21.4285714285714,38.5714285714286
"fluoxetina_grupo1_114","fluoxetina_grupo1_114","3-1","3","3","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",4,"scanning",0.418,0.004,0.044,0.038,0.418,0.152,0.314,0.016,0,0,397.577909929602,25.6742240153504,10.3725464468975,15.522,15.828,1,0,0.298917658568468,36.3160845042118,47.7786559548548,NA,37.9219990410334,12.5718288519231,22.607645557163,NA,11.0092595675959,36.2479072586097,NA,71.9319517145075,68.7368962348461,NA,0.00129932498319932,0.272130766161445,0,0.772044657152179,60,9.29577464788732,18.5915492957746,19.0140845070423,0.845070422535211,0,12.6760563380282,10.9859154929577,14.3661971830986,21.9718309859155
"fluoxetina_grupo1_115","fluoxetina_grupo1_115","3-1","3","4","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.644,0.002,0.016,0.006,0.026,0.002,0.296,0.644,0.008,0,130.854339703544,26.5600422315709,12.1669182440011,4.9398,5.3298,1,0,0.132726062429048,29.9962518164393,31.3706267654322,NA,34.4322060895253,13.4463228163998,21.9364125269694,NA,14.2169188459614,20.452084799037,NA,30.1543588942576,21.8764210966968,NA,0.0580361375009597,0.361656604518665,0,0.63285729350844,60,10.4347826086957,20.8695652173913,7.82608695652174,1.30434782608696,0,16.9565217391304,0,35.2173913043478,7.82608695652174
"fluoxetina_grupo1_116","fluoxetina_grupo1_116","4-1","3","1","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",7,"corrected search",0.53,0,0.004,0.004,0.036,0.01,0.274,0.53,0.142,0,76.1640696814897,27.1805568717054,9.37065066701267,2.7996,3.5898,1,0,0.00502004080174627,16.7036557963412,34.4979761586797,NA,35.3876238812127,8.26487316131937,17.5821898442194,NA,9.3208488308895,34.1646886004386,NA,122.081617448962,33.1178958268789,NA,0.123179586547565,0.739678248965964,6.66666666666667,0.57315081219061,60,2.30769230769231,20.7692307692308,16.1538461538462,2.30769230769231,0,0,41.5384615384615,18.4615384615385,0
"fluoxetina_grupo1_117","fluoxetina_grupo1_117","4-1","3","2","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",3,"random path",0.544,0.106,0.08,0.544,0.166,0.092,0.01,0,0,0,1340.93980114637,25.893119991025,9.55870235558771,51.87198,NA,0,0,1.03841570015296,41.0534064897831,47.3938628713771,NA,42.5957097850032,12.7866039705519,23.4364469945865,NA,12.0064219667728,30.8265733036437,NA,61.7370360458867,62.4819974072532,NA,-0.0058775134523737,0.412956535311993,0,0.886889305577584,60,24.6835443037975,17.3417721518987,9.11392405063291,0,0,14.4303797468354,18.8607594936709,19.4936708860759,7.21518987341772
"fluoxetina_grupo1_118","fluoxetina_grupo1_118","4-1","3","3","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",6,"directed search",0.398,0.008,0.062,0.056,0.374,0.08,0.398,0.012,0,0,336.578480788468,24.0371319331654,8.54317078917787,14.02998,NA,0,0,0.182948166874733,35.1811681395614,44.1298640387647,NA,36.3412613220628,12.6829615784443,20.3436450938235,NA,11.2395466108148,30.8372002778847,NA,98.6425151205636,64.8523138214821,NA,-0.00109601177991373,0.418339094754993,0,0.75688813358002,60,6.5625,19.21875,18.75,0,0,10.78125,23.4375,18.28125,7.5
"fluoxetina_grupo1_119","fluoxetina_grupo1_119","4-1","3","4","Arena_NE.txt","FALSE","femenino","CUMS_ctrl",8,"direct path",0.43,0,0.002,0.002,0.024,0.002,0.144,0.396,0.43,0,60.7486136130112,24.0306062524475,9.63380273576246,2.51982,2.9298,1,0,0.00678648947634627,16.5257084451212,29.2378799362802,NA,24.3055470338747,8.77094044435666,17.516364458166,NA,5.74192342178772,29.5319194418514,NA,7.44146124987061,8.12655523576872,NA,0.199727863243464,0.962269763986516,85.7142857142857,0.550001960687543,60,0,0,10,2.5,0,0,32.5,27.5,0
"fluoxetina_grupo1_120","fluoxetina_grupo1_120","1-2","3","1","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.396,0.002,0.096,0.006,0.026,0.002,0.392,0.396,0.074,0,72.0679434960139,13.318208869388,7.7926466935324,5.3982,NA,0,0,0.0404959140179263,14.032300356623,27.3517986694202,NA,35.9006330831717,4.6744549928488,10.6523163928889,NA,10.3690464133372,25.5536597400116,NA,33.223284317989,32.0853906948318,NA,0.0940506656034825,1.08364476252808,46.6666666666667,0.537519987612696,60,2.4,27.6,7.2,0,0,0,33.6,26.4,0
"fluoxetina_grupo1_121","fluoxetina_grupo1_121","1-2","3","2","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.644,0,0.002,0.002,0.006,0,0.314,0.644,0.032,0,127.982519472581,15.8420176911381,8.41370740223331,8.04,8.208,1,0,0.0197860747818786,28.7207290934345,35.6029236292731,NA,35.1684790407483,11.7497041659249,26.1035650829756,NA,10.2226791682464,31.9713755626607,NA,12.0632443268593,12.8976278439099,NA,-0.0218166156499291,0.432580144121313,58.5365853658537,0.624178861309292,60,4.86486486486486,16.2162162162162,21.0810810810811,2.43243243243243,0,15.4054054054054,0,31.6216216216216,12.972972972973
"fluoxetina_grupo1_122","fluoxetina_grupo1_122","1-2","3","3","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.558,0.008,0.042,0.006,0.206,0.022,0.558,0.154,0.002,0,185.576815259109,26.0579082216584,11.0969919742409,7.12002,NA,0,0,0.179245462935622,29.7243580851879,44.2149804449895,NA,31.5477477779058,12.5159362686052,21.3158535688805,NA,13.374354323422,36.2758970236808,NA,62.2327318814249,35.4640805322794,NA,-0.03922917838468,0.523944415860983,0,0.678537703309246,60,10,7.27272727272727,10.9090909090909,0,0,5.45454545454546,28.1818181818182,10.9090909090909,15.4545454545455
"fluoxetina_grupo1_123","fluoxetina_grupo1_123","1-2","3","4","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.602,0.004,0.006,0.004,0.044,0.004,0.274,0.602,0.06,0,99.0853292269681,19.961729574473,9.65753105415897,4.98018,NA,0,0,0.0520898169105461,24.4427511088625,39.5704013087567,NA,30.4826999837295,8.79830959857692,24.3686356318491,NA,6.26613609110276,39.2601640821824,NA,20.365391736235,22.4572127388953,NA,0.114565698685556,0.832239714679999,29.0322580645161,0.598085415471057,60,1.30434782608696,5.21739130434783,16.9565217391304,0,0,16.9565217391304,22.1739130434783,20.8695652173913,0
"fluoxetina_grupo1_124","fluoxetina_grupo1_124","2-2","3","1","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.388,0.08,0.036,0.028,0.128,0.014,0.264,0.388,0.062,0,99.1071104845321,25.5591343601124,13.2919587975009,3.8502,NA,0,0,0.0230439265488877,17.395538057101,22.0078446305952,NA,51.8762927078611,9.3861014616836,9.84766344121572,NA,6.47341449318361,13.605888038862,NA,40.1250210570215,15.2675468887441,NA,-0.0923997839291116,0.666374633479218,0,0.548929349012453,60,41.6666666666667,16.6666666666667,1.66666666666667,0,0,0,0,60,0
"fluoxetina_grupo1_125","fluoxetina_grupo1_125","2-2","3","2","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.526,0.016,0.046,0.008,0.098,0.004,0.234,0.526,0.06,0,104.893964394404,28.1160463801025,8.48734207671848,3.72,NA,0,0,0.0667564927065645,23.5440311559344,53.6653523509355,NA,29.0056493506255,13.1532378528966,26.7987160562437,NA,16.3785993236866,54.2746070869677,NA,44.3021445983256,30.3652165485445,NA,0.0604772942187837,0.171411978365999,33.3333333333333,0.614514097619519,60,13.7142857142857,5.14285714285714,8.57142857142857,0,0,41.1428571428571,5.14285714285714,13.7142857142857,0
"fluoxetina_grupo1_126","fluoxetina_grupo1_126","2-2","3","3","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.384,0.014,0.07,0.026,0.082,0.01,0.384,0.37,0.038,0,100.391241765371,23.4027569474257,8.64755473049635,4.27998,NA,0,0,0.0795553076713749,19.2817636029617,41.9128616924574,NA,37.4659266808302,8.60949833963565,18.7171222783173,NA,11.635648755823,40.6945442726084,NA,103.460063748616,57.6000000347222,NA,0.0744134366002001,0.219550032155366,0,0.610162487378541,60,15,16.5,7.5,0,0,0,0,13.5,46.5
"fluoxetina_grupo1_127","fluoxetina_grupo1_127","2-2","3","4","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.436,0.002,0.026,0.008,0.062,0.006,0.214,0.436,0.246,0,62.8210697713196,31.3465073980296,10.9828015112015,2.00022,NA,0,0,0.00336364950605958,17.352656530672,36.11672086885,NA,26.3270916534437,9.92180473556325,20.2456843741928,NA,7.16018196708704,37.639725868853,NA,2.19184187956736,7.47199999999999,NA,-0.00585637613542624,0.134578435428611,94.4444444444444,0.546818635625085,60,0,3.15789473684211,15.7894736842105,0,0,0,37.8947368421053,22.1052631578947,0
"fluoxetina_grupo1_128","fluoxetina_grupo1_128","3-2","3","1","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.288,0.234,0.158,0.252,0.288,0.06,0.006,0.002,0,0,935.827867043517,21.8615509540029,8.47168889347808,42.7878,43.608,1,0,0.743642711559367,42.8986998812281,49.3619474846225,NA,46.5694604203393,14.7153588615678,26.2077211061145,NA,9.92622808532255,32.6163180654358,NA,39.1854318338191,12.4009188369249,NA,0.000100612996839594,0.493353237823446,18.1818181818182,0.851723101741518,59.8461538461538,31.0769230769231,14.9230769230769,9.23076923076923,0.153846153846154,0,12.6153846153846,20.7692307692308,21.2307692307692,5.23076923076923
"fluoxetina_grupo1_129","fluoxetina_grupo1_129","3-2","3","2","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.532,0.02,0.156,0.044,0.532,0.012,0.22,0.01,0,0,705.254750909889,19.558050719188,8.26737488510079,36.17802,NA,0,0,0.0205557297435236,27.0506362597859,37.0734115278315,NA,28.0880614939198,13.964075228682,16.8409714371599,NA,14.0433797813326,27.1993952427022,NA,11.3757450752949,13.8646162586636,NA,0.00551302614779872,0.459007563312232,78.125,0.81398255050129,59.4561933534743,6.1631419939577,5.80060422960725,12.3262839879154,0,0,8.8821752265861,17.2205438066465,18.4894259818731,14.8640483383686
"fluoxetina_grupo1_130","fluoxetina_grupo1_130","3-2","3","3","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.534,0.01,0.024,0.004,0.036,0.004,0.294,0.534,0.094,0,78.4410568754785,13.5174760884374,7.74522731913275,5.81802,6.09,1,0,0.00505363023556225,11.7519373384937,28.5761109430541,NA,46.9546448233608,5.75998047226293,11.710944884969,NA,8.79895963714241,28.1058553974238,NA,59.8518621907937,38.9626823003756,NA,0.0299915547026334,0.379241640374949,3.44827586206897,0.541358082409194,52.2222222222222,17.7777777777778,21.1111111111111,13.3333333333333,2.22222222222222,0,0,0,36.6666666666667,15.5555555555556
"fluoxetina_grupo1_131","fluoxetina_grupo1_131","3-2","3","4","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.696,0.002,0.05,0.004,0.168,0.022,0.696,0.054,0,0,262.337219411804,20.7768345103789,7.52632618246907,12.68202,NA,0,0,0.149264496300664,31.8463246901387,37.6947899849514,NA,33.8434788286598,10.858956880799,25.0782826769799,NA,11.908022379801,30.6128035940701,NA,60.1136172530303,69.0420756350792,NA,-0.00479402416200138,0.480532931215025,8.57142857142857,0.704685359553069,60,7.24137931034483,11.3793103448276,21.7241379310345,0,0,23.7931034482759,0,35.1724137931034,1.03448275862069
"fluoxetina_grupo1_132","fluoxetina_grupo1_132","4-2","3","1","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.562,0,0.044,0.002,0.144,0.036,0.562,0.212,0,0,200.7652142934,25.0432180128434,10.2468367434724,8.01798,8.448,1,0,0.0460039836037902,21.4094996523033,21.5075436670891,NA,32.9285079961323,8.21160682237313,11.2154938449898,NA,13.1265719551492,7.89471621252509,NA,71.7534845803251,23.849185647313,NA,0.00277160255146232,0.490371940227981,0,0.674863697129839,60,8.91891891891892,11.3513513513514,17.027027027027,0.810810810810811,0,0,8.10810810810811,41.3513513513513,10.5405405405405
"fluoxetina_grupo1_133","fluoxetina_grupo1_133","4-2","3","2","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",6,"directed search",0.562,0.008,0.046,0,0.212,0.028,0.562,0.142,0.002,0,193.075011902688,24.9865479108955,10.2542501118481,7.73802,8.13,1,0,0.126607026850426,21.40773500335,52.5821236448045,NA,28.9520551068903,12.1746489726868,22.4450083982221,NA,10.5825799488594,51.7128349402563,NA,68.5390414828394,64.622445667121,NA,-0.0150619508226257,0.329620745966792,4.34782608695652,0.667103028740296,60,0,9.29577464788732,26.1971830985915,1.69014084507042,0,39.7183098591549,0,13.5211267605634,6.76056338028169
"fluoxetina_grupo1_134","fluoxetina_grupo1_134","4-2","3","3","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",4,"scanning",0.478,0.042,0.162,0.142,0.478,0.018,0.152,0.004,0,0,575.945405117247,23.3070761589144,9.70818572761704,24.702,NA,0,0,0.219357120682365,34.3188890998083,38.1396785197927,NA,37.0722347438326,14.1438246485281,18.9747333929246,NA,14.7014596772255,20.7904099890791,NA,16.2942579141628,14.5563863647541,NA,-0.00149437532178599,0.452857474519004,42.8571428571429,0.798474341928876,59.7356828193833,15.3303964757709,16.1233480176211,9.51541850220264,0,0,3.43612334801762,15.8590308370044,22.4669603524229,17.9735682819383
"fluoxetina_grupo1_135","fluoxetina_grupo1_135","4-2","3","4","Arena_NE.txt","FALSE","femenino","CUMS_Fluox",7,"corrected search",0.54,0.006,0.014,0.006,0.038,0.002,0.384,0.54,0.008,0,128.96515816741,21.3858374231504,10.1698989847418,6.03198,6.462,1,0,0.0826107810364334,27.6712141844297,41.3955063358285,NA,45.2020988578813,10.8205078309685,22.4358158533673,NA,4.51336687727829,36.9662020216236,NA,45.4872829219769,45.8775030270829,NA,-0.0641774137170305,0.431426469073108,20,0.618964008546405,60,19.2857142857143,36.4285714285714,4.28571428571429,1.07142857142857,0,0,37.5,22.5,0
"fluoxetina_grupo1_136","fluoxetina_grupo1_136","1a","4","1","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.452,0.014,0.066,0.004,0.15,0.026,0.452,0.272,0.016,0,207.178269954402,58.0697447478866,51.4143931467599,17.592,18.102,1,0,0.0404729844099092,13.6236975965015,33.6874747513815,NA,19.6895561380536,14.3154664574337,19.2015316282865,NA,10.7728858877702,33.1746665769841,NA,168.088175897077,58.7425461147199,NA,0.216373401561067,2.79302648142627,0,0.497028983165747,60,3.75,0,3.75,3.75,0,7.5,0,22.5,30
"fluoxetina_grupo1_137","fluoxetina_grupo1_137","1a","4","2","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",7,"corrected search",0.688,0,0.004,0.002,0.022,0.002,0.264,0.688,0.018,0,110.977444412414,25.8944527032338,9.99226910459667,4.3098,4.6998,1,0,0.0152243132588467,24.4189695224728,29.5470878309243,NA,28.4767669920071,11.6452609542623,20.6763814871882,NA,12.3946185961296,24.8943424903203,NA,16.4072517129625,24.1793332422546,NA,-0.0646061927350019,0.530192667480922,45.4545454545455,0.622309294353046,60,0,13.5,18,1.5,0,0,27,33,0
"fluoxetina_grupo1_138","fluoxetina_grupo1_138","1a","4","3","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.61,0,0.026,0.014,0.256,0.034,0.61,0.056,0.004,0,329.719422955254,23.054331036278,8.80692870776563,14.21202,14.652,1,0,0.148427885337835,30.5737637762524,42.8277597771314,NA,30.5176668551096,10.5864432706457,24.2682652385323,NA,12.4508680317004,36.6092440424612,NA,4.80652979347701,6.4230696711152,NA,0.022708037097947,0.421399489228991,80,0.742273216227364,60,1.92,17.76,10.56,0.48,0,13.92,9.6,19.2,17.28
"fluoxetina_grupo1_139","fluoxetina_grupo1_139","1a","4","4","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.734,0,0.028,0.002,0.082,0.008,0.734,0.144,0,0,251.351542751012,23.7064426071185,12.4760983399846,10.50798,10.908,1,0,0.0619754374572946,30.1658426671879,37.7825956819936,NA,33.794197402578,14.9022502776831,22.4524017412547,NA,12.1515480043113,27.7062089748245,NA,47.7444807162578,25.8237253710614,NA,0.0142319947845047,0.851497962188274,0,0.706838315443254,60,8.84210526315789,12,16.4210526315789,0.631578947368421,0,0,30.3157894736842,29.0526315789474,0.631578947368421
"fluoxetina_grupo1_141","fluoxetina_grupo1_141","2a","4","2","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",7,"corrected search",0.484,0.004,0.04,0.004,0.078,0.008,0.3,0.484,0.082,0,80.0267375087924,26.3721293963861,11.1988287705325,3.04998,NA,0,0,0.0339266145282569,18.9829003580489,33.0509748663738,NA,19.3407843763005,9.78048129103788,19.330966479837,NA,9.56953981154872,32.8182361546504,NA,14.9336717600304,22.1229699633661,NA,-0.0756849430559068,0.64694854324405,38.0952380952381,0.577439235987011,60,0,0,8.27586206896552,0,0,16.551724137931,10.3448275862069,24.8275862068966,8.27586206896552
"fluoxetina_grupo1_142","fluoxetina_grupo1_142","2a","4","3","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",7,"corrected search",0.514,0,0.008,0.002,0.044,0.01,0.366,0.514,0.056,0,107.151031178092,28.343258887248,28.8031042657581,3.34998,3.75,1,0,0.0212426579680919,14.3220726271084,15.925925108833,NA,36.4588358925451,5.66748031201869,11.5139212873535,NA,10.2750184551318,13.0053092178349,NA,67.9519599835585,35.6511498271795,NA,-0.00513496119166548,1.20156464116022,0,0.540505798377004,60,9.23076923076923,16.1538461538462,16.1538461538462,2.30769230769231,0,0,11.5384615384615,48.4615384615385,0
"fluoxetina_grupo1_143","fluoxetina_grupo1_143","2a","4","4","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.48,0.006,0.07,0,0.372,0.048,0.48,0.024,0,0,402.927592544186,21.081388978241,8.64986503221081,19.17,19.47,1,0,0.178939978938296,19.9706054190463,33.2391320165014,NA,20.3273269159329,10.3978148607604,15.3005076140533,NA,12.5490455954723,28.8090006119636,NA,111.945074357283,68.6160434883854,NA,0.00723620038356126,0.532575318573981,0,0.725069485723238,60,0,5.14285714285714,10.9714285714286,0.685714285714286,0,8.57142857142857,14.7428571428571,24.6857142857143,12
"fluoxetina_grupo1_144","fluoxetina_grupo1_144","3a","4","1","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.434,0.026,0.116,0.008,0.326,0,0.434,0.086,0,0,229.037130452949,24.0830749648005,8.73409103493155,9.50802,NA,0,0,0.0219131004872106,18.0286847756646,42.2256201774602,NA,19.1507534275356,10.1535646985204,14.8152127868598,NA,10.6292495960852,39.8642985376793,NA,14.8266464146274,47.3768186226175,NA,0.00346038645056617,0.790916075853916,59.0909090909091,0.693228275872222,60,0,2.06896551724138,7.58620689655173,0,0,13.7931034482759,22.7586206896552,12.4137931034483,11.0344827586207
"fluoxetina_grupo1_145","fluoxetina_grupo1_145","3a","4","2","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",7,"corrected search",0.766,0,0.002,0.002,0.022,0,0.2,0.766,0.008,0,124.257703752253,23.6833960752469,11.4378768360065,5.23998,5.67,1,0,0.0703139428228311,24.1592374860714,22.4894305011723,NA,38.8918192554556,11.6541687367286,16.9793667966165,NA,8.67705605702911,9.61008855976176,NA,18.8892586984633,17.0095503761857,NA,-0.0333616002909107,0.50371339212023,27.7777777777778,0.609658769831122,60,11.0204081632653,17.1428571428571,22.0408163265306,1.22448979591837,0,0,17.1428571428571,42.8571428571429,0
"fluoxetina_grupo1_146","fluoxetina_grupo1_146","3a","4","3","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",7,"corrected search",0.52,0.006,0.02,0.004,0.042,0.002,0.248,0.52,0.158,0,85.193391003982,21.1950529641626,8.89200827748933,4.02,4.7502,1,0,0.000267233972991185,16.8364597727394,18.7409822274452,NA,44.723591837038,8.90533050491829,11.0707856023204,NA,3.95387329188841,11.2123078929071,NA,17.1130725779293,14.0348782680863,NA,0.0316328205084025,0.771993059519746,60,0.565854749855735,60,12.972972972973,40.5405405405405,6.48648648648649,1.62162162162162,0,0,11.3513513513514,48.6486486486487,0
"fluoxetina_grupo1_147","fluoxetina_grupo1_147","3a","4","4","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.618,0.01,0.05,0.014,0.108,0.028,0.618,0.164,0.006,0,219.802468413947,23.6656188746853,10.7226383960165,9.312,9.822,1,0,0.23563552239909,33.4730552380443,45.6214955058341,NA,37.5569087919324,10.327320081808,25.0356120854515,NA,15.0820165093474,37.9278876905438,NA,29.8579516785707,24.3710780237559,NA,-0.0260398869568882,0.371963994304278,0,0.692960061511002,60,18.3529411764706,18.3529411764706,5.64705882352941,0.705882352941176,0,7.05882352941176,28.2352941176471,22.5882352941176,2.11764705882353
"fluoxetina_grupo1_148","fluoxetina_grupo1_148","4a","4","1","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",4,"scanning",0.578,0.028,0.124,0.082,0.578,0.012,0.164,0.004,0,0,694.140935891768,22.7901508788056,8.5274614456258,30.462,NA,0,0,0.198940823035687,28.9010233454223,34.7391754112963,NA,32.6636051961381,12.4283135902889,18.9327853708346,NA,13.4937710437547,24.1326584982418,NA,52.2424048451271,38.4630225541363,NA,-0.0162815943279375,0.451517277503118,0,0.825404288944529,59.3525179856115,7.33812949640288,12.7338129496403,15.1079136690647,0,0,8.41726618705036,6.2589928057554,28.9208633093525,15.7553956834532
"fluoxetina_grupo1_149","fluoxetina_grupo1_149","4a","4","2","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",7,"corrected search",0.636,0,0.004,0,0.016,0,0.194,0.636,0.15,0,87.6040309299667,26.4274261501524,9.55003962740465,3.32022,3.7002,1,0,0.0350228900395284,22.5541573386765,30.7667050225799,NA,24.1869738767087,11.214481989094,19.8472266671038,NA,11.0404201171745,27.650928835089,NA,11.795548436897,14.8747431574464,NA,-0.0682141052055267,1.00219360314519,65,0.590500472766674,60,0,0,25.1612903225806,1.93548387096774,0,17.4193548387097,9.67741935483871,32.9032258064516,0
"fluoxetina_grupo1_150","fluoxetina_grupo1_150","4a","4","3","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",6,"directed search",0.478,0.002,0.028,0.004,0.076,0.01,0.478,0.402,0,0,164.088673993736,18.576897323905,14.6110126851587,8.84202,9.222,1,0,0.0222849245314296,11.8350434754595,22.020387070411,NA,43.4358791499001,8.54727964079373,8.88434363028165,NA,4.1595665941439,18.0461635341772,NA,66.0272587751447,30.859844264027,NA,-0.0399359475283818,0.638496834374177,0,0.591480229109963,60,11.3513513513514,37.2972972972973,11.3513513513514,0.810810810810811,0,0,0,52.7027027027027,7.2972972972973
"fluoxetina_grupo1_151","fluoxetina_grupo1_151","4a","4","4","Arena_NE.txt","FALSE","masculino","CUMS_Fluox",7,"corrected search",0.482,0,0.042,0.008,0.064,0.012,0.39,0.482,0.002,0,115.755620621292,23.5505648856736,9.32696671556718,4.93002,NA,0,0,0.0726414355891837,21.5643847147301,23.6817685534691,NA,34.8909459367241,11.5970151947094,11.0149389513579,NA,8.6757093591339,8.94820584509907,NA,49.4558415224663,17.2133699199198,NA,-0.0428327248017946,0.294429627137539,0,0.62257956661907,60,0,22.1739130434783,16.9565217391304,0,0,0,5.21739130434783,40.4347826086956,14.3478260869565
"fluoxetina_grupo1_152","fluoxetina_grupo1_152","1b","4","1","Arena_NE.txt","FALSE","masculino","CUMS_ctrl",6,"directed search",0.638,0.006,0.062,0.004,0.202,0.002,0.638,0.084,0.002,0,189.82181108302,22.4394720690774,9.60806726869185,8.54802,8.928,1,0,0.0512137517750391,23.5809832119891,48.5567682618538,NA,31.4930862844325,11.1520830008189,18.8263937934978,NA,10.5814844028439,45.4728822801918,NA,35.8982087687905,40.6472088094619,NA,-0.00420026061569664,0.276329795134824,22.5806451612903,0.681374390248217,60,0,17.1428571428571,16.3636363636364,0.779220779220779,0,21.038961038961,0,7.01298701298701,31.9480519480519
"fluoxetina_grupo1_153","fluoxetina_grupo1_153","1b","4","2","Arena_NE.txt","FALSE","masculino","CUMS_ctrl",7,"corrected search",0.612,0.002,0.002,0.004,0.036,0.008,0.162,0.612,0.172,0,90.8902882346937,26.6430128510514,11.5314405694737,3.42018,3.8202,1,0,0.0500915435734155,23.693419842636,50.8917553985642,NA,34.4621010942764,12.1419270001125,26.1628941076227,NA,10.7897858754389,51.2200760123738,NA,70.5142866813889,25.6884385668028,NA,0.141475236550302,0.216611931002145,20,0.591140376585517,60,9.375,13.125,13.125,1.875,0,18.75,28.125,13.125,0
