Time,X,Y
1.15,36.269999999999996,65.07000000000001
1.26,36.269999999999996,64.0
1.37,36.269999999999996,63.470000000000006
1.48,35.2,62.92999999999999
1.59,33.6,61.870000000000005
1.69,30.4,57.07000000000001
1.98,47.47,69.33
2.09,48.53,69.87
2.2,51.73,70.92999999999999
2.31,54.4,71.47
2.42,56.0,72.53
2.53,59.2,73.6
2.63,60.8,74.13
2.75,64.53,75.2
2.86,68.27000000000001,76.27000000000001
2.97,69.87,76.8
3.08,74.13,77.87
3.19,77.87,78.92999999999999
3.31,80.0,78.92999999999999
3.42,84.27000000000001,79.47
3.52,88.0,79.47
3.63,90.67,79.47
3.74,93.87,78.4
3.85,97.6,77.33
3.95,99.72999999999999,76.27000000000001
4.06,102.92999999999999,74.67
4.17,105.07000000000001,74.13
4.28,108.27000000000001,72.0
5.11,123.72999999999999,53.870000000000005
5.22,124.27000000000001,52.27
5.33,125.33,48.53
5.44,125.87,46.93
5.55,125.87,43.730000000000004
5.76,124.27000000000001,40.0
5.87,122.13,38.4
6.04,120.0,37.33
6.15,116.8,36.8
6.26,113.6,36.269999999999996
6.36,112.53,36.269999999999996
6.48,108.8,36.8
6.59,105.07000000000001,36.8
6.69,103.47,36.8
6.8,100.27000000000001,37.33
6.91,98.13,37.33
7.02,94.4,37.87
7.14,90.67,37.87
7.25,86.92999999999999,38.4
7.36,84.8,38.93
7.47,81.07000000000001,39.47
7.58,78.92999999999999,40.0
7.69,75.72999999999999,40.53
7.79,71.47,40.53
7.91,68.27000000000001,41.07
8.02,66.67,41.07
8.13,62.92999999999999,41.07
8.24,61.33,41.07
8.35,57.6,40.53
8.46,54.4,40.0
8.58,51.2,38.93
8.68,50.13,38.4
8.8,47.47,36.8
8.92,45.87,34.67
9.03,45.33,33.6
9.14,44.269999999999996,31.47
9.25,44.269999999999996,29.869999999999997
9.36,44.269999999999996,29.869999999999997
9.47,44.8,29.869999999999997
9.58,45.33,29.869999999999997
9.69,46.93,29.330000000000002
9.81,49.07,28.8
9.92,52.27,28.27
10.03,53.870000000000005,28.27
10.13,57.07000000000001,27.73
10.24,58.67,27.2
10.36,62.4,26.669999999999998
10.46,66.13,25.6
10.57,67.72999999999999,25.07
10.69,71.47,24.0
10.81,75.2,23.47
10.91,77.33,22.93
11.02,80.53,22.4
11.13,83.72999999999999,21.869999999999997
11.24,85.33,21.869999999999997
11.34,89.07000000000001,21.869999999999997
11.46,91.72999999999999,21.869999999999997
11.57,93.87,22.4
11.68,97.07000000000001,22.4
11.79,100.27000000000001,22.93
11.91,101.87,23.47
12.02,105.07000000000001,24.0
12.13,108.27000000000001,24.53
12.23,109.87,24.53
12.34,112.53,25.6
12.45,115.2,26.130000000000003
12.57,115.72999999999999,27.2
12.67,117.33,29.330000000000002
12.78,117.87,30.4
12.9,118.92999999999999,33.07
13.01,119.47,35.730000000000004
13.12,119.47,37.33
13.22,120.0,40.0
13.34,120.0,43.730000000000004
13.44,120.53,47.47
13.55,120.53,49.07
13.67,121.07000000000001,52.8
13.78,121.6,56.529999999999994
13.89,121.6,58.129999999999995
14.0,122.67,61.33
14.11,123.2,62.4
14.22,124.8,64.53
14.33,126.4,66.13
14.44,127.47,66.67
14.55,129.07,67.2
14.66,130.67000000000002,66.13
14.78,131.2,65.6
14.88,131.73,64.0
15.0,131.73,61.33
15.1,131.2,59.73
15.22,130.67000000000002,57.07000000000001
15.34,129.07,54.4
15.45,128.0,53.33
15.56,125.87,50.67
15.68,123.2,48.0
15.79,121.07000000000001,45.87
15.9,119.47,44.269999999999996
16.01,116.27000000000001,41.6
16.12,113.6,38.93
16.23,112.53,37.87
16.34,109.87,34.67
16.45,107.2,32.0
16.56,105.6,30.4
16.67,102.92999999999999,27.73
16.78,101.33,26.669999999999998
16.88,98.13,24.53
16.99,94.4,22.93
17.11,92.8,22.4
17.22,89.6,22.4
17.32,86.4,23.47
17.43,85.33,24.53
17.55,82.67,26.130000000000003
17.65,81.07000000000001,28.8
17.77,80.53,29.869999999999997
17.88,79.47,33.07
17.98,78.92999999999999,34.67
18.1,78.4,37.87
18.21,77.33,41.07
18.33,76.27000000000001,44.269999999999996
18.43,76.27000000000001,45.87
18.54,75.2,49.6
18.65,74.67,51.2
18.76,73.6,54.4
18.87,72.53,58.129999999999995
18.98,72.0,59.73
19.1,70.92999999999999,63.470000000000006
19.21,69.87,67.2
19.32,68.8,70.4
19.43,68.27000000000001,72.0
19.54,67.2,75.72999999999999
19.65,66.13,78.92999999999999
19.76,65.6,80.53
19.87,65.07000000000001,83.2
19.98,64.53,84.27000000000001
20.09,64.53,85.33
20.2,65.07000000000001,86.4
20.31,65.07000000000001,86.4
20.43,65.07000000000001,86.92999999999999
20.54,65.07000000000001,87.47
20.65,64.53,87.47
20.75,64.0,88.0
20.86,64.0,89.07000000000001
20.98,63.470000000000006,89.07000000000001
21.09,62.4,89.6
21.2,62.4,89.6
