Time,Centre position X,Centre position Y
0.000,,
0.560,1429.3,538.7
0.730,1429.3,554.7
0.840,1450.7,549.3
0.950,1450.7,549.3
1.110,1440.0,549.3
1.220,1424.0,544.0
1.320,1397.3,544.0
1.430,1370.7,544.0
2.870,1040.0,400.0
2.970,1018.7,389.3
3.850,992.0,202.7
4.130,1045.3,138.7
4.300,1077.3,149.3
4.460,1077.3,149.3
12.870,698.7,538.7
12.970,698.7,538.7
17.400,1264.0,549.3
20.390,976.0,1061.3
21.840,981.3,1056.0
24.140,714.7,576.0
25.940,906.7,240.0
27.520,885.3,234.7
28.410,853.3,469.3
34.180,1184.0,213.3
34.950,1125.3,410.7
35.060,1114.7,437.3
39.470,1189.3,261.3
40.770,976.0,74.7
42.360,800.0,490.7
45.640,1013.3,453.3
46.300,1056.0,250.7
46.790,1184.0,224.0
49.920,1253.3,949.3
