Time,X,Y
2.83,121.07000000000001,114.67
3.0,122.13,114.13
3.16,110.92999999999999,118.92999999999999
3.28,93.87,120.53
3.38,93.87,115.2
3.55,93.87,113.07000000000001
3.66,92.8,114.67
3.77,92.8,115.2
3.88,92.8,115.72999999999999
3.99,92.8,114.67
4.1,91.2,114.67
4.21,90.67,114.67
4.37,86.4,114.13
4.49,85.33,113.6
4.6,83.72999999999999,114.13
4.71,82.67,115.72999999999999
4.88,81.6,116.27000000000001
5.19,86.92999999999999,114.67
5.41,89.6,112.53
5.74,96.0,106.13
5.96,100.27000000000001,102.92999999999999
6.06,102.92999999999999,99.2
6.23,104.0,97.07000000000001
6.34,105.6,93.87
6.44,107.2,90.13
6.55,107.2,89.07000000000001
6.66,107.2,85.87
6.82,106.13,83.2
7.64,106.13,67.72999999999999
7.81,107.2,67.2
8.14,113.6,67.72999999999999
8.25,115.2,68.27000000000001
8.36,116.27000000000001,68.8
8.52,118.92999999999999,70.4
8.63,119.47,71.47
8.73,120.0,73.07000000000001
8.84,120.53,76.27000000000001
9.06,120.53,79.47
9.17,121.07000000000001,81.07000000000001
9.34,120.0,85.87
9.45,118.92999999999999,88.53
9.62,117.33,91.2
10.0,110.4,98.67
10.39,101.87,100.27000000000001
10.5,104.0,100.27000000000001
10.61,99.2,99.2
10.87,92.27000000000001,94.92999999999999
11.1,90.67,92.27000000000001
14.92,136.0,76.8
15.03,135.47,77.87
15.14,134.4,81.07000000000001
15.31,133.32999999999998,84.27000000000001
15.86,123.2,92.8
16.08,121.07000000000001,94.4
16.51,107.72999999999999,102.4
17.05,98.67,100.8
17.21,98.13,100.8
18.07,90.67,102.92999999999999
18.67,98.67,104.53
18.78,99.72999999999999,104.53
18.89,102.92999999999999,104.53
19.0,105.6,105.07000000000001
19.11,106.67,104.53
19.32,113.6,104.53
19.43,115.2,105.07000000000001
19.66,121.07000000000001,104.0
19.77,122.67,102.92999999999999
19.88,125.87,101.33
19.98,126.92999999999999,100.27000000000001
20.09,129.6,99.2
20.2,131.73,97.07000000000001
20.31,132.8,96.0
20.8,141.32999999999998,84.8
20.96,143.47,81.07000000000001
21.35,145.07,70.4
22.27,146.13,47.47
22.38,145.6,45.33
22.49,144.53,42.13
22.61,142.93,37.87
22.72,141.87,36.269999999999996
22.83,140.8,33.07
22.94,138.67000000000002,29.869999999999997
23.05,138.13,28.27
23.17,136.0,25.07
23.27,133.32999999999998,23.47
23.38,130.67000000000002,21.869999999999997
23.5,129.07,21.330000000000002
23.61,126.4,20.27
23.72,123.72999999999999,19.2
23.83,122.67,18.130000000000003
24.75,122.13,12.8
24.97,124.27000000000001,15.469999999999999
25.19,124.8,17.6
25.3,127.47,22.93
25.4,127.47,26.130000000000003
25.67,126.92999999999999,32.0
25.83,127.47,31.47
26.26,129.6,46.4
26.37,129.6,48.0
26.48,129.6,51.2
26.63,129.6,54.92999999999999
26.81,129.07,60.27
26.91,129.07,61.33
27.02,128.53,65.07000000000001
27.13,127.47,68.27000000000001
27.3,125.33,70.4
27.41,123.72999999999999,72.53
27.52,122.67,73.07000000000001
27.62,120.53,73.07000000000001
27.9,118.4,70.4
28.06,117.87,68.27000000000001
28.34,118.4,63.470000000000006
28.45,118.4,62.4
28.62,119.47,59.2
28.72,119.47,57.07000000000001
28.83,120.0,56.0
28.94,120.53,53.870000000000005
29.04,121.07000000000001,52.8
29.15,122.13,50.67
29.26,123.2,48.53
29.53,128.0,46.4
29.64,129.07,46.4
29.75,131.2,45.87
29.86,132.27,45.87
29.97,133.87,46.93
30.25,137.6,51.2
30.36,138.13,53.33
30.47,138.67000000000002,56.529999999999994
30.58,138.67000000000002,58.67
30.7,138.13,60.8
30.8,137.6,64.53
30.91,137.6,65.6
31.02,134.93,69.33
31.13,133.32999999999998,70.4
31.24,132.27,70.92999999999999
31.35,129.6,71.47
31.46,126.4,72.0
31.62,123.72999999999999,70.92999999999999
31.73,122.67,69.87
31.84,120.53,67.72999999999999
31.94,119.47,65.6
32.16,117.87,61.870000000000005
32.27,116.8,58.67
32.38,116.8,57.6
