Time,X,Y
0.42,52.27,83.2
0.53,53.33,80.53
0.64,54.4,78.4
0.74,54.92999999999999,76.8
0.85,56.0,74.13
0.96,57.07000000000001,73.07000000000001
1.07,58.129999999999995,70.4
1.18,59.73,67.72999999999999
1.3,60.8,66.13
1.41,61.870000000000005,64.0
1.51,63.470000000000006,61.33
1.62,64.0,59.73
1.74,64.53,57.07000000000001
1.84,65.07000000000001,54.92999999999999
1.95,65.07000000000001,53.33
2.06,64.53,50.67
2.18,64.0,48.0
2.29,63.470000000000006,46.4
2.39,62.92999999999999,44.269999999999996
2.5,62.92999999999999,41.6
2.61,62.92999999999999,40.53
2.72,63.470000000000006,38.93
2.83,64.53,38.93
2.94,66.13,37.87
3.05,68.27000000000001,38.4
3.16,69.33,38.93
3.28,70.92999999999999,40.53
3.38,72.53,42.67
3.5,73.07000000000001,43.730000000000004
3.61,74.13,46.93
3.72,74.67,49.6
3.83,75.2,52.8
3.94,74.67,54.4
4.05,74.67,57.6
4.16,74.13,59.2
4.27,72.53,61.870000000000005
4.38,70.92999999999999,64.53
4.48,69.87,65.6
4.59,67.72999999999999,67.72999999999999
4.71,66.13,70.4
4.82,65.07000000000001,71.47
4.93,63.470000000000006,73.6
5.04,62.4,76.27000000000001
5.15,61.870000000000005,77.33
5.26,60.8,80.53
5.37,60.27,83.72999999999999
5.47,59.73,85.33
5.58,58.129999999999995,87.47
5.69,57.6,88.53
5.81,55.470000000000006,90.67
5.92,52.8,92.27000000000001
6.03,51.73,93.33
6.14,49.6,94.92999999999999
6.24,47.47,96.53
6.35,46.93,97.6
6.46,46.93,98.13
6.56,46.93,97.07000000000001
6.67,48.0,96.53
6.77,48.0,97.6
6.89,48.53,97.6
7.0,50.67,98.67
7.1,52.27,99.2
7.21,54.92999999999999,100.27000000000001
7.32,58.129999999999995,101.33
7.43,59.73,101.87
7.55,62.92999999999999,102.92999999999999
7.66,65.6,104.53
7.77,67.2,107.2
7.88,68.27000000000001,108.8
7.99,68.8,110.92999999999999
8.11,68.8,113.07000000000001
8.22,68.27000000000001,114.13
8.32,67.72999999999999,113.6
8.43,66.67,113.6
8.54,65.6,111.47
8.65,64.53,108.8
8.76,64.0,107.72999999999999
8.87,64.0,104.53
8.97,63.470000000000006,101.33
9.08,63.470000000000006,99.2
9.19,64.0,96.53
9.29,64.0,94.4
9.41,64.0,91.2
9.52,64.53,88.0
9.63,64.53,86.4
9.74,65.07000000000001,82.67
9.85,65.6,79.47
9.96,65.6,77.87
10.06,66.13,74.67
10.17,67.2,71.47
10.28,67.72999999999999,70.4
10.39,69.87,67.2
10.49,70.92999999999999,66.13
10.6,73.07000000000001,64.0
10.72,75.2,62.4
10.83,76.27000000000001,61.33
10.94,78.92999999999999,59.73
11.05,81.07000000000001,57.6
11.16,82.13,57.07000000000001
11.28,84.8,56.529999999999994
11.38,88.0,56.0
11.5,89.07000000000001,56.529999999999994
11.61,91.2,58.129999999999995
11.72,92.8,60.27
11.83,93.33,61.870000000000005
11.93,94.4,65.07000000000001
12.04,94.92999999999999,68.27000000000001
12.15,94.92999999999999,70.4
12.26,94.92999999999999,73.6
12.37,94.4,75.72999999999999
12.48,93.33,78.92999999999999
12.59,92.27000000000001,82.13
12.7,91.72999999999999,83.2
12.81,90.67,85.87
12.92,89.6,88.53
13.03,89.07000000000001,90.13
13.14,88.0,92.8
13.25,86.4,95.47
13.36,85.87,97.07000000000001
13.47,84.27000000000001,99.2
13.58,82.67,101.87
13.68,81.6,102.92999999999999
13.8,80.0,105.6
13.9,78.92999999999999,106.13
14.01,76.27000000000001,107.72999999999999
14.12,73.6,107.72999999999999
14.23,72.0,107.72999999999999
14.35,69.33,106.13
14.46,67.2,103.47
14.57,66.67,102.4
14.68,65.07000000000001,99.2
14.79,63.470000000000006,96.0
14.91,62.92999999999999,94.4
15.01,62.4,90.67
15.12,61.33,86.4
15.23,61.33,84.8
15.33,60.27,81.07000000000001
15.44,59.73,78.92999999999999
15.55,59.2,75.2
15.66,58.129999999999995,70.92999999999999
15.77,57.6,69.33
15.88,57.07000000000001,65.6
15.99,56.0,61.870000000000005
16.11,55.470000000000006,60.27
16.21,54.92999999999999,56.0
16.32,54.92999999999999,52.8
16.43,54.92999999999999,50.67
16.55,55.470000000000006,47.47
16.66,57.6,45.87
16.77,59.2,44.8
16.88,61.870000000000005,44.269999999999996
16.99,65.07000000000001,44.8
17.09,66.67,45.33
17.2,69.87,46.4
17.31,71.47,47.47
17.42,74.67,49.6
17.53,77.87,51.2
17.64,81.07000000000001,53.33
17.75,82.67,54.4
17.86,86.4,56.529999999999994
17.97,88.0,57.6
18.08,91.2,59.73
18.19,94.92999999999999,61.870000000000005
18.3,96.53,62.92999999999999
18.41,99.72999999999999,65.6
18.52,101.87,68.8
18.63,102.4,70.4
18.74,102.92999999999999,74.13
18.85,102.92999999999999,77.87
18.95,102.92999999999999,80.0
19.06,101.87,83.72999999999999
19.17,100.8,85.33
19.28,98.67,88.53
19.39,96.0,91.2
19.5,94.4,92.8
19.6,90.67,94.4
19.71,89.07000000000001,94.92999999999999
19.82,85.33,96.0
19.93,81.07000000000001,97.07000000000001
20.04,79.47,97.6
20.15,75.2,98.13
20.26,71.47,98.67
20.37,69.87,98.67
20.49,66.67,99.72999999999999
20.6,62.92999999999999,100.8
20.72,60.27,101.87
20.83,58.67,101.87
20.94,55.470000000000006,101.87
21.04,53.33,100.27000000000001
21.15,52.8,99.2
21.26,51.73,96.53
21.37,51.73,95.47
21.48,52.8,92.27000000000001
21.59,54.4,89.6
21.7,55.470000000000006,88.53
21.81,58.129999999999995,86.4
21.92,60.8,83.72999999999999
22.03,62.4,82.67
22.14,65.07000000000001,80.53
22.25,68.27000000000001,77.87
22.36,69.87,76.8
22.47,73.07000000000001,74.13
22.59,76.27000000000001,71.47
22.7,77.87,70.4
22.8,81.6,68.27000000000001
22.91,83.2,66.67
23.02,86.92999999999999,65.07000000000001
23.13,90.67,62.92999999999999
23.24,92.8,62.4
23.34,97.07000000000001,60.8
23.45,101.33,59.73
23.56,103.47,59.2
23.68,107.72999999999999,58.67
23.78,112.0,58.129999999999995
23.9,113.6,58.129999999999995
24.01,117.33,59.2
24.12,120.53,61.33
24.23,121.07000000000001,62.92999999999999
24.33,122.13,66.13
24.44,122.67,67.72999999999999
24.55,122.13,71.47
24.67,121.07000000000001,75.2
24.77,120.0,76.27000000000001
24.88,117.33,79.47
24.99,114.67,82.13
25.1,113.07000000000001,83.2
25.21,109.87,85.87
25.32,106.13,86.92999999999999
25.43,104.0,87.47
25.54,100.27000000000001,87.47
25.65,98.13,86.92999999999999
25.76,94.92999999999999,85.87
25.87,91.72999999999999,83.72999999999999
25.97,90.13,82.67
26.08,87.47,80.0
26.19,85.33,77.33
26.3,84.27000000000001,75.72999999999999
26.42,82.13,72.53
26.53,80.0,69.33
26.64,79.47,67.2
26.75,78.92999999999999,64.0
26.86,78.92999999999999,60.27
26.97,79.47,58.67
27.08,81.07000000000001,55.470000000000006
27.19,82.13,54.4
27.29,85.33,52.8
27.39,88.53,51.73
27.5,90.67,51.73
27.61,93.87,52.27
27.72,96.53,54.4
27.83,97.6,55.470000000000006
27.94,98.67,58.67
28.05,99.2,61.870000000000005
28.16,99.2,63.470000000000006
28.27,98.67,67.2
28.38,98.13,68.8
28.49,96.53,72.0
28.6,94.92999999999999,75.72999999999999
28.71,93.87,77.33
28.82,91.72999999999999,81.07000000000001
28.93,89.07000000000001,84.27000000000001
29.05,86.4,87.47
29.15,84.8,88.53
29.26,82.13,91.72999999999999
29.37,81.07000000000001,93.33
29.48,77.87,96.53
29.59,75.72999999999999,99.72999999999999
29.7,74.67,101.33
29.81,72.53,104.53
29.92,70.4,107.2
30.04,68.8,108.27000000000001
30.14,66.67,109.87
30.25,65.07000000000001,110.4
30.37,62.4,109.87
30.48,60.8,108.27000000000001
30.58,59.73,105.6
30.69,59.73,104.0
30.8,59.73,100.8
30.91,60.27,99.2
31.02,61.33,95.47
31.13,62.92999999999999,92.27000000000001
31.23,63.470000000000006,90.67
31.34,65.07000000000001,87.47
31.45,65.6,85.87
31.55,67.72999999999999,82.13
31.66,69.33,78.4
31.77,70.4,76.8
31.88,73.07000000000001,73.6
31.99,74.13,72.0
32.11,76.27000000000001,68.8
32.22,78.92999999999999,65.6
32.34,81.6,62.92999999999999
32.45,84.8,60.27
32.56,86.92999999999999,58.67
32.67,90.13,57.07000000000001
32.78,91.72999999999999,56.0
32.89,95.47,54.4
33.01,99.2,53.33
33.11,100.8,53.33
33.22,104.53,53.870000000000005
33.32,106.67,56.0
33.43,107.72999999999999,57.07000000000001
33.54,108.8,60.27
33.64,108.8,61.870000000000005
33.76,108.27000000000001,65.07000000000001
33.86,107.2,68.27000000000001
33.97,106.67,69.87
34.08,104.53,73.07000000000001
34.19,102.4,76.27000000000001
34.3,100.8,77.33
34.41,97.6,79.47
34.53,93.87,81.07000000000001
34.63,92.27000000000001,81.6
34.74,88.0,82.67
34.85,85.87,82.67
34.96,82.13,83.2
35.07,77.87,83.2
35.18,75.72999999999999,83.2
35.29,71.47,82.67
35.4,67.72999999999999,82.67
35.51,65.6,82.13
35.62,61.870000000000005,82.13
35.73,57.6,81.6
35.84,56.0,81.07000000000001
35.95,52.27,80.53
36.05,48.53,80.0
36.16,46.93,79.47
36.28,44.269999999999996,77.33
36.39,43.2,75.72999999999999
36.5,42.67,73.07000000000001
