Time,X,Y
0.21,90.13,91.2
0.33,85.33,90.67
0.45,81.07000000000001,89.6
0.57,77.87,89.07000000000001
0.68,74.13,88.0
0.8,69.87,86.92999999999999
0.91,67.72999999999999,84.8
1.02,66.13,82.13
1.13,64.53,78.4
1.25,64.0,75.2
1.36,62.92999999999999,72.0
1.48,62.4,67.72999999999999
1.59,61.33,63.470000000000006
1.7,61.33,61.33
1.82,60.27,56.529999999999994
1.93,59.2,51.73
2.05,59.2,48.0
2.18,59.2,43.730000000000004
2.3,60.8,39.47
2.41,62.4,37.33
2.53,65.07000000000001,35.730000000000004
2.64,68.27000000000001,34.13
2.76,71.47,33.07
2.88,74.67,32.0
2.99,77.87,31.47
3.11,82.13,30.4
3.23,84.8,28.8
3.34,89.07000000000001,27.2
3.46,91.72999999999999,25.6
3.57,93.87,23.47
3.68,96.53,20.27
3.79,97.6,18.130000000000003
3.91,98.67,14.930000000000001
4.02,100.27000000000001,13.330000000000002
4.15,102.4,12.27
4.26,105.07000000000001,12.27
4.38,107.2,12.8
4.49,109.33,13.87
4.61,112.53,15.469999999999999
4.72,114.67,17.07
4.84,117.87,19.73
4.95,120.0,21.869999999999997
5.06,122.67,24.0
5.17,125.87,26.669999999999998
5.29,128.53,28.8
5.4,131.73,32.53
5.51,133.32999999999998,35.2
5.62,134.4,37.87
5.73,135.47,41.07
5.85,136.53,45.33
5.96,137.07,48.53
6.07,137.6,52.27
6.18,137.07,55.470000000000006
6.3,135.47,57.6
6.41,133.32999999999998,60.27
6.53,131.2,62.4
6.64,129.07,64.0
6.76,125.87,66.13
6.88,122.67,68.27000000000001
7.0,119.47,69.33
7.11,116.27000000000001,71.47
7.22,113.6,73.07000000000001
7.33,111.47,74.67
7.44,109.87,77.33
7.56,108.27000000000001,80.0
7.68,107.2,83.2
7.8,107.2,85.87
7.92,107.72999999999999,89.07000000000001
8.04,108.27000000000001,91.72999999999999
8.15,109.87,94.92999999999999
8.28,112.0,97.07000000000001
8.39,114.13,98.67
8.51,115.72999999999999,99.72999999999999
8.63,116.8,101.87
8.78,117.33,105.07000000000001
8.89,116.27000000000001,106.13
