Time,X,Y
0.07,99.87,7.840000000000001
0.13,101.96000000000001,8.629999999999999
0.19,103.79,9.15
0.24,104.84,9.67
0.3,106.92999999999999,10.459999999999999
0.36,107.97,11.24
0.41,110.07000000000001,12.55
0.47,111.63,13.86
0.52,113.46,15.16
0.59,115.03,16.73
0.64,116.08,17.52
0.7,116.85999999999999,18.04
0.75,118.69000000000001,19.35
0.82,120.52000000000001,20.919999999999998
0.87,122.09,22.48
0.93,123.66,24.05
0.99,124.71,24.84
1.05,126.27000000000001,26.139999999999997
1.1,127.84,27.71
1.16,129.41,29.02
1.22,130.2,30.07
1.27,131.5,31.630000000000003
1.33,132.55,33.46
1.4,132.81,34.510000000000005
1.45,133.32999999999998,36.339999999999996
1.5,133.59,38.43
1.56,133.85999999999999,39.480000000000004
1.61,133.59,41.05
1.67,133.32999999999998,42.88
1.73,132.81,44.71
1.8,132.55,45.489999999999995
1.86,131.5,47.32
1.92,130.45999999999998,48.89
1.97,129.41,50.46
2.03,128.1,52.029999999999994
2.09,126.8,53.589999999999996
2.15,126.00999999999999,54.379999999999995
2.21,124.71,55.69
2.27,123.4,56.989999999999995
2.33,122.60999999999999,57.779999999999994
2.39,121.05,59.08
2.44,119.47999999999999,60.39
2.5,117.65,61.17999999999999
2.56,116.85999999999999,61.7
2.61,115.03,62.75
2.67,113.2,63.27
2.73,112.16,63.79
2.78,110.33,64.31
2.84,108.5,64.84
2.89,107.45,65.1
2.95,105.62,65.62
3.01,103.79,65.88
3.06,102.75,65.88
3.13,100.92,66.14
3.18,99.35,65.88
3.24,97.25,65.88
3.3,96.47,65.62
3.35,94.64,65.36
3.41,93.07000000000001,64.84
3.47,91.24,64.58
3.53,90.46000000000001,64.05
3.59,88.89,63.529999999999994
3.64,87.32000000000001,62.75
3.7,86.53999999999999,62.48
3.75,84.71000000000001,61.7
3.81,83.4,60.92
3.87,82.09,59.870000000000005
3.92,81.57000000000001,59.35
3.99,80.26,58.3
4.04,79.74,57.779999999999994
4.09,78.69,56.73
4.15,77.65,55.69
4.22,76.6,55.160000000000004
4.27,75.28999999999999,54.64
4.33,74.77000000000001,54.64
4.38,73.46000000000001,54.379999999999995
4.44,72.94,54.120000000000005
4.49,71.9,54.120000000000005
4.55,70.59,54.379999999999995
4.61,69.53999999999999,54.64
4.67,68.24,55.160000000000004
4.73,67.97,55.42
4.79,66.67,55.95
4.84,65.36,56.470000000000006
4.9,64.84,56.73
4.96,63.79,57.25
5.02,62.48,57.52
5.08,61.44,57.779999999999994
5.14,59.870000000000005,58.04
5.2,59.35,58.3
5.26,58.04,58.3
5.32,56.73,58.3
5.37,55.69,58.3
5.43,55.160000000000004,58.56
5.49,54.120000000000005,58.82000000000001
5.55,53.33,59.35
5.6,52.81,59.61
5.66,52.29,60.129999999999995
5.72,51.5,60.65
5.78,50.980000000000004,60.92
5.83,50.980000000000004,61.44
5.89,50.46,61.7
5.94,50.46,62.220000000000006
6.01,50.2,62.48
6.06,49.93,63.010000000000005
6.12,49.67,63.27
6.17,49.67,63.529999999999994
6.23,49.67,63.79
6.29,49.93,63.79
6.35,50.2,63.79
6.41,50.46,64.05
6.46,50.72,64.05
6.51,51.239999999999995,64.05
6.58,51.760000000000005,63.79
6.63,51.760000000000005,63.79
6.69,52.29,63.27
6.74,52.55,63.010000000000005
6.8,52.81,62.220000000000006
6.86,53.33,61.7
6.92,53.86,60.65
6.97,54.120000000000005,59.870000000000005
7.03,54.379999999999995,59.35
7.1,54.64,58.04
7.15,54.64,56.73
7.21,54.9,55.42
7.27,54.9,54.9
7.33,54.9,53.33
7.38,54.9,52.29
7.44,55.160000000000004,51.5
7.5,55.160000000000004,49.93
7.56,55.160000000000004,48.63
7.62,55.42,47.06
7.67,55.42,46.269999999999996
7.73,55.42,44.97
7.78,55.69,43.4
7.84,55.69,42.61
7.9,55.95,41.05
7.96,56.470000000000006,39.739999999999995
8.02,56.73,38.43
8.07,56.989999999999995,37.65
8.13,57.779999999999994,36.339999999999996
8.19,58.3,35.03
8.24,58.82000000000001,34.510000000000005
8.29,59.61,33.2
8.36,60.39,31.9
8.42,61.17999999999999,30.589999999999996
8.48,61.96,29.28
8.53,62.48,28.5
8.59,63.529999999999994,27.45
8.64,64.05,26.669999999999998
8.7,64.84,25.36
8.76,65.88,24.05
8.82,66.67,23.009999999999998
8.88,67.71000000000001,21.96
8.93,68.24,21.7
8.99,69.28,20.919999999999998
9.05,70.07000000000001,20.65
9.1,71.11,20.130000000000003
9.16,72.42,19.35
9.21,73.72999999999999,18.82
9.27,74.25,18.56
9.33,75.82000000000001,18.3
9.38,76.34,18.04
9.44,77.91,17.52
9.49,79.22,17.25
9.55,80.52000000000001,16.73
9.61,82.09,16.47
9.67,82.88,16.21
9.73,84.17999999999999,15.690000000000001
9.78,84.97,15.419999999999998
9.84,86.53999999999999,14.9
9.9,87.84,14.38
9.95,89.41,14.12
10.01,90.72,13.86
10.07,91.5,13.59
10.12,92.81,13.330000000000002
10.18,93.86,13.330000000000002
10.24,95.16,13.330000000000002
10.29,96.72999999999999,13.330000000000002
10.35,98.3,13.330000000000002
10.4,98.82000000000001,13.330000000000002
10.46,100.39,13.59
10.51,101.44,13.59
10.57,103.00999999999999,13.86
10.63,104.58,14.12
10.69,106.14000000000001,14.64
10.74,106.92999999999999,14.64
10.8,108.5,15.16
10.85,110.33,15.690000000000001
10.91,111.10999999999999,15.690000000000001
10.97,112.42,16.21
