Time,X,Y
1.94,83.72999999999999,120.0
2.58,83.2,114.67
3.9,79.47,82.13
4.01,78.92999999999999,80.0
5.09,72.53,49.6
5.21,72.0,50.13
7.55,61.33,56.0
7.66,62.4,55.470000000000006
7.77,60.27,59.2
8.99,49.6,75.72999999999999
9.43,45.87,67.72999999999999
9.65,45.87,63.470000000000006
9.87,45.87,64.53
9.98,46.93,59.73
10.58,51.73,50.67
10.69,52.27,49.6
10.8,53.870000000000005,46.4
11.07,56.529999999999994,43.2
11.5,58.67,35.2
11.67,59.2,34.67
11.78,58.67,33.07
12.0,58.129999999999995,31.47
12.71,50.13,43.730000000000004
12.92,50.67,45.87
13.04,50.67,48.0
13.15,49.6,50.13
13.41,50.13,55.470000000000006
13.58,50.13,59.2
13.7,49.07,63.470000000000006
13.81,50.67,61.33
13.92,48.53,65.6
14.04,48.0,68.27000000000001
14.8,43.730000000000004,80.53
14.97,41.07,78.92999999999999
15.41,39.47,73.6
15.53,40.0,70.4
16.07,42.67,64.0
16.18,44.269999999999996,62.4
16.28,44.8,60.8
16.39,45.87,60.8
16.92,51.2,49.07
17.64,51.73,41.07
17.86,49.6,40.53
17.96,47.47,42.13
19.33,49.07,71.47
19.45,50.67,74.13
20.11,64.53,82.67
20.22,66.13,82.67
20.33,69.33,83.72999999999999
20.55,74.67,82.13
20.82,82.13,79.47
20.92,86.4,76.8
21.36,92.8,69.87
21.9,96.53,57.07000000000001
22.12,94.92999999999999,50.13
22.23,93.87,46.4
23.22,85.87,28.27
23.33,85.33,25.6
23.61,79.47,24.0
23.71,76.8,24.53
23.83,75.72999999999999,26.669999999999998
24.47,73.07000000000001,38.4
24.58,72.53,41.6
24.74,74.67,44.269999999999996
24.86,75.2,47.47
24.97,75.72999999999999,50.67
25.58,83.2,62.92999999999999
27.18,101.33,96.53
27.46,103.47,98.13
27.62,105.07000000000001,97.6
28.32,114.67,84.27000000000001
28.55,115.2,78.4
28.66,115.72999999999999,75.72999999999999
28.77,114.67,73.07000000000001
28.99,111.47,66.13
29.1,109.87,64.0
29.21,108.27000000000001,61.33
30.75,89.6,22.4
31.13,98.13,17.07
31.34,103.47,17.6
31.45,107.72999999999999,18.130000000000003
31.61,109.87,19.73
31.72,114.13,20.27
31.88,118.4,22.4
31.99,122.13,24.0
32.09,123.2,24.53
32.32,128.53,29.330000000000002
32.65,132.27,38.4
32.81,134.4,43.2
32.93,134.4,48.0
33.04,135.47,49.07
33.93,140.8,66.13
34.2,142.93,60.8
36.92,72.0,19.2
37.14,69.87,14.4
37.59,73.6,6.93
37.7,75.2,6.4
37.82,76.8,6.93
37.93,81.6,5.33
38.14,86.4,5.33
38.25,90.13,5.87
38.53,98.13,5.87
38.69,101.33,6.93
38.8,104.53,7.470000000000001
38.91,106.67,8.53
39.02,109.87,11.2
39.36,117.33,18.130000000000003
39.47,121.07000000000001,20.8
39.58,122.67,24.0
39.74,125.87,26.669999999999998
39.85,129.07,28.8
39.97,130.67000000000002,29.869999999999997
40.79,131.73,26.130000000000003
40.89,131.2,26.130000000000003
41.45,115.72999999999999,24.53
41.88,104.0,27.73
42.0,98.67,29.330000000000002
42.11,98.13,29.330000000000002
42.61,81.6,32.53
43.0,67.2,37.87
43.76,46.4,48.0
43.87,45.87,50.13
43.98,46.4,51.73
44.14,49.07,55.470000000000006
44.25,51.73,56.529999999999994
44.59,60.8,58.67
44.69,61.33,58.67
44.91,68.27000000000001,57.6
45.02,69.33,57.6
45.14,73.6,54.92999999999999
45.36,78.4,51.2
45.53,83.2,48.0
46.03,89.6,36.269999999999996
46.19,91.2,29.869999999999997
46.47,92.27000000000001,22.4
46.58,92.8,20.8
46.69,94.92999999999999,18.130000000000003
46.8,97.6,17.07
46.92,100.27000000000001,14.930000000000001
47.02,100.8,15.469999999999999
47.13,104.53,14.930000000000001
47.24,106.13,15.469999999999999
47.34,108.27000000000001,17.6
47.56,113.07000000000001,20.27
47.68,116.8,22.93
48.01,124.8,29.869999999999997
48.23,129.07,34.67
48.55,132.27,44.269999999999996
49.23,130.13,65.07000000000001
49.38,128.53,73.07000000000001
49.61,126.92999999999999,80.0
49.93,123.72999999999999,91.2
50.69,122.13,108.27000000000001
50.8,120.53,111.47
50.91,119.47,112.0
51.01,116.27000000000001,112.0
51.17,112.53,112.0
51.33,107.72999999999999,110.4
51.61,100.27000000000001,104.53
53.2,64.53,73.6
53.7,64.53,62.92999999999999
53.93,67.2,56.0
54.04,67.72999999999999,53.870000000000005
54.92,86.4,33.6
55.1,90.13,32.53
55.33,97.6,30.4
55.44,99.72999999999999,29.330000000000002
55.54,103.47,27.73
55.65,105.6,27.2
55.92,109.33,21.330000000000002
56.03,109.33,21.330000000000002
56.14,107.2,19.2
56.25,107.2,18.130000000000003
57.08,97.6,31.47
57.57,98.13,45.87
58.45,117.33,60.8
59.29,130.67000000000002,51.73
59.4,129.07,48.0
59.9,120.53,36.269999999999996
