Time,Centre position X,Centre position Y
0.000,,
0.200,301,150
0.320,299,133
0.430,296,118
0.550,293,104
0.660,292,85
0.790,294,72
0.910,300,64
1.030,314,57
1.140,328,54
1.260,348,54
1.380,357,54
1.500,355,53
1.620,354,53
1.730,356,54
1.850,365,54
1.970,382,57
2.080,394,56
2.200,408,56
2.320,417,58
2.430,422,60
2.550,425,64
2.670,426,66
2.790,425,68
2.900,425,72
3.020,424,71
3.130,426,69
3.250,426,68
3.360,425,68
3.480,426,67
3.600,426,67
3.710,426,67
3.820,425,68
3.940,425,68
4.060,425,68
4.170,425,68
4.290,426,68
4.400,426,67
4.520,426,68
4.640,426,70
4.760,426,75
4.890,426,79
5.010,426,84
5.130,427,90
5.230,427,96
5.350,425,102
5.470,425,106
5.590,426,114
5.700,426,125
5.820,426,140
5.930,427,155
6.050,427,176
6.160,426,193
6.280,425,207
6.400,425,206
6.520,425,206
6.640,425,210
6.750,423,213
6.860,422,215
6.970,422,217
7.090,422,221
7.210,420,226
7.320,418,232
7.440,418,238
7.550,415,244
7.660,416,246
7.790,419,257
7.900,422,271
8.020,425,289
8.140,424,299
8.260,423,310
8.370,423,316
8.490,423,320
8.600,421,324
8.710,420,325
8.820,419,326
8.940,416,329
9.060,413,330
9.170,413,331
9.280,413,332
9.400,412,332
9.530,411,332
9.640,411,333
9.770,413,332
9.880,415,332
10.000,417,331
10.110,417,331
10.230,417,331
10.350,417,331
10.470,417,331
10.580,417,331
10.700,417,331
10.830,418,331
10.950,419,332
11.060,419,332
11.170,419,332
11.280,417,331
11.390,416,330
11.510,417,330
11.640,417,329
11.750,417,329
11.860,417,329
11.980,417,329
12.090,417,329
12.210,417,329
12.330,418,329
12.440,418,330
12.560,418,330
12.670,418,330
12.790,418,331
12.920,418,331
13.030,419,331
13.150,419,330
13.280,420,331
13.390,420,330
13.500,420,330
13.620,420,330
13.730,419,329
13.850,419,329
13.970,419,329
14.090,419,329
14.210,419,328
14.330,420,326
14.440,419,324
14.560,419,325
14.670,420,325
14.790,419,325
14.900,418,320
15.020,420,319
15.140,420,316
15.260,418,313
15.370,417,312
15.480,418,312
15.600,418,312
15.720,418,312
15.840,418,313
15.950,419,313
16.070,419,311
16.190,420,310
16.300,420,310
16.420,420,310
16.530,420,310
16.640,420,310
16.750,420,311
16.870,421,311
16.990,421,311
17.110,420,311
17.220,420,311
17.340,420,311
17.450,420,311
17.580,420,313
17.700,419,314
17.820,420,315
17.930,420,315
18.050,421,319
18.170,419,320
18.280,418,322
18.390,415,324
18.510,410,327
18.620,408,330
18.740,408,331
18.860,408,330
18.980,408,330
19.100,409,330
19.210,409,330
19.330,409,329
19.440,408,329
19.560,403,329
19.680,397,331
19.800,394,331
19.910,392,330
20.030,391,331
20.140,391,331
20.260,391,331
20.380,387,332
20.500,376,331
20.620,368,332
20.730,359,333
20.850,347,333
20.960,337,334
21.080,322,333
21.200,310,333
21.310,293,333
21.430,283,334
21.550,271,333
21.660,264,333
21.780,254,333
21.890,244,334
22.000,236,334
22.110,223,332
22.230,217,331
22.340,211,332
22.460,200,331
22.580,190,332
22.690,183,332
22.810,176,331
22.920,177,332
23.030,177,332
23.150,173,332
23.260,168,331
23.370,164,330
23.480,163,330
23.600,163,330
23.710,160,329
23.830,158,329
23.940,157,327
24.060,156,329
24.170,156,331
24.290,156,331
24.410,157,331
24.520,158,331
24.640,158,330
24.760,159,329
24.870,159,326
24.990,158,321
25.100,156,314
25.210,154,302
25.340,152,289
25.460,150,277
25.570,148,265
25.690,146,246
25.810,145,232
25.920,145,221
26.040,145,209
26.150,146,196
26.270,147,189
26.380,147,188
26.500,149,186
26.610,151,182
26.730,151,179
26.850,150,181
26.960,149,179
27.070,150,169
27.190,149,152
27.320,148,132
27.430,147,117
27.550,148,96
27.670,148,85
27.780,148,80
27.900,147,81
28.010,145,80
28.120,144,75
28.230,145,69
28.350,146,68
28.480,146,67
28.590,147,67
28.710,149,64
28.820,147,63
28.940,147,63
29.060,147,64
29.170,148,63
29.290,147,62
29.410,148,61
29.520,149,61
29.630,148,59
29.750,148,57
29.870,148,56
29.980,147,55
30.100,147,55
30.210,147,55
30.330,147,55
30.440,147,54
30.560,148,54
30.680,147,54
30.790,147,54
30.920,148,53
31.030,148,53
31.150,148,53
31.260,148,53
31.370,148,53
31.500,148,53
31.610,148,55
31.730,148,57
31.840,148,59
31.950,149,62
32.070,148,63
32.180,147,64
32.290,146,63
32.410,145,63
32.530,146,62
32.640,147,62
32.760,149,61
32.880,151,62
33.000,151,62
33.110,151,58
33.220,149,59
33.330,147,58
33.440,146,59
33.560,145,61
33.680,146,59
33.800,146,59
33.920,146,59
34.030,146,59
34.150,146,59
34.260,146,59
34.380,146,58
34.500,147,58
34.610,148,58
34.730,149,58
34.850,150,58
34.960,151,59
35.070,152,60
35.190,150,59
35.300,150,59
35.420,150,59
35.540,150,59
35.660,150,59
35.780,150,59
35.900,150,59
36.020,151,57
36.140,156,56
36.250,159,55
36.360,165,56
36.480,172,54
36.590,177,55
36.710,182,55
36.820,193,53
36.940,210,53
37.060,223,52
37.170,236,52
37.290,254,52
37.400,272,52
37.520,287,52
37.630,299,52
37.760,316,52
37.880,333,53
38.000,344,53
38.110,360,54
38.230,376,54
38.350,391,55
38.460,402,55
38.580,408,57
38.700,407,57
38.820,407,57
38.940,406,57
39.050,407,57
39.170,413,60
39.290,420,62
39.410,424,67
39.530,426,70
39.650,426,70
39.760,425,70
39.870,424,71
39.990,424,72
40.110,424,74
40.230,424,76
40.340,424,77
40.460,423,77
40.580,423,77
40.690,423,77
40.810,423,77
40.920,423,77
41.040,422,79
41.160,422,79
41.270,423,78
41.400,423,79
41.510,425,84
41.620,423,89
41.740,425,99
41.860,426,110
41.980,427,127
42.090,426,142
42.200,427,166
42.310,427,183
42.430,426,200
42.550,426,221
42.670,426,240
42.780,425,253
42.900,426,268
43.020,425,288
43.130,425,303
43.250,424,315
43.370,424,323
43.490,424,324
43.610,425,324
43.720,425,324
43.830,425,324
43.960,425,324
44.080,425,324
44.190,425,324
44.310,425,324
44.430,425,324
44.550,425,323
44.670,425,323
44.790,424,323
44.900,423,323
45.010,424,323
45.120,424,323
45.240,424,323
45.350,424,323
45.470,424,323
45.580,424,323
45.700,425,323
45.820,425,323
45.930,424,322
46.040,423,322
46.150,423,322
46.270,422,324
46.390,422,324
46.500,422,323
46.620,422,323
46.740,422,323
46.860,422,323
46.970,423,323
47.090,423,323
47.210,423,323
47.320,423,322
47.440,423,323
47.550,423,323
47.660,423,323
47.780,423,322
47.890,423,323
48.010,423,323
48.130,423,322
48.250,423,323
48.370,423,323
48.490,423,323
48.610,423,323
48.730,423,322
48.840,423,323
48.950,423,322
49.060,423,322
49.170,423,323
49.290,423,323
49.410,423,323
49.520,423,323
49.640,423,323
49.750,423,323
49.860,423,323
49.970,423,323
50.090,423,323
50.200,422,324
50.320,422,323
50.440,422,322
50.550,422,323
50.670,421,322
50.790,420,321
50.900,419,321
51.010,416,322
51.130,418,325
51.250,419,325
51.360,420,326
51.480,420,325
51.590,420,325
51.700,420,325
51.810,420,326
51.930,421,326
52.040,421,325
