Time,Centre position X,Centre position Y
0.000,,
0.200,148,64
0.310,148,62
0.430,148,63
0.540,148,62
0.660,146,62
0.770,146,61
0.880,148,64
0.990,150,68
1.100,154,66
1.220,161,65
1.330,156,66
1.440,154,67
1.560,155,69
1.660,160,71
1.780,170,76
1.900,178,81
2.010,179,84
2.140,171,85
2.250,166,97
2.370,158,109
2.490,148,124
2.600,145,135
2.720,146,155
2.830,148,171
2.940,150,187
3.050,150,206
3.170,149,221
3.290,147,244
3.400,145,260
3.510,145,284
3.630,145,302
3.740,147,314
3.850,149,321
3.960,149,322
4.070,148,322
4.190,149,320
4.310,156,322
4.430,168,326
4.540,184,327
4.660,206,328
4.770,222,329
4.880,245,331
5.000,262,333
5.110,283,333
5.230,299,333
5.340,315,332
5.460,335,329
5.570,351,327
5.690,371,324
5.800,385,322
5.920,399,319
6.040,405,319
6.150,405,320
6.260,406,322
6.380,410,324
6.500,414,326
6.610,412,327
6.720,413,327
6.830,412,325
6.940,412,326
7.060,410,325
7.180,409,325
7.290,409,326
7.400,409,327
7.520,409,328
7.640,408,328
7.760,408,328
7.870,409,325
7.980,405,320
8.100,405,315
8.220,410,309
8.320,417,299
8.440,421,292
8.560,421,287
8.680,421,272
8.790,421,257
8.910,421,235
9.030,423,217
9.140,423,200
9.260,424,177
9.370,424,160
9.480,422,139
9.590,422,123
9.710,421,106
9.820,418,84
9.940,416,71
10.050,416,70
10.160,419,67
10.280,420,66
10.400,418,66
10.520,409,62
10.630,399,58
10.740,384,56
10.870,371,56
10.990,351,57
11.100,340,58
11.210,329,58
11.320,312,59
11.440,294,58
11.550,281,56
11.660,267,53
11.770,251,53
11.890,230,54
12.000,217,56
12.110,204,58
12.230,187,59
12.340,176,61
12.450,167,63
12.560,161,70
12.680,157,76
12.800,156,77
12.910,157,73
13.020,156,72
13.140,157,69
13.250,158,68
13.370,153,66
13.490,149,63
13.600,150,61
13.710,148,61
13.830,147,59
13.940,146,58
14.050,146,58
14.170,146,58
14.290,146,58
14.400,146,58
14.510,146,58
14.630,146,59
14.740,146,58
14.860,146,58
14.980,146,58
15.090,146,58
15.200,147,59
15.320,151,62
15.440,156,67
15.550,158,67
15.670,158,68
15.780,160,72
15.890,166,74
16.000,172,75
16.110,177,76
16.230,178,79
16.350,175,84
16.470,173,98
16.590,167,120
16.700,161,138
16.800,151,166
16.920,147,186
