Time,Centre position X,Centre position Y
0.000,,
0.200,183,277
0.320,174,287
0.430,166,299
0.550,160,310
0.660,158,315
0.780,159,320
0.890,155,324
1.010,154,328
1.130,151,330
1.240,149,328
1.360,149,327
1.470,147,321
1.580,147,312
1.710,146,298
1.830,147,285
1.940,147,280
2.050,146,282
2.170,148,286
2.280,151,288
2.390,159,288
2.500,172,292
2.630,184,302
2.740,189,309
2.840,193,318
2.950,199,323
3.070,203,323
3.190,216,323
3.300,236,322
3.400,249,321
3.510,263,320
3.620,278,320
3.730,295,318
3.850,308,316
3.960,324,314
4.070,336,312
4.190,345,313
4.310,356,314
4.410,365,314
4.530,378,314
4.650,384,312
4.760,391,308
4.870,400,303
4.990,400,304
5.100,402,308
5.210,410,314
5.330,414,320
5.450,413,321
5.560,412,321
5.680,412,315
5.790,419,307
5.910,423,297
6.020,424,286
6.130,424,274
6.240,423,272
6.350,421,268
6.460,419,251
6.590,417,237
6.710,415,219
6.840,410,204
6.950,404,198
7.060,391,191
7.170,379,188
7.290,368,184
7.410,354,184
7.520,344,185
7.630,327,188
7.740,311,192
7.860,292,200
7.970,280,205
8.080,268,214
8.200,252,227
8.320,239,239
8.430,221,257
8.540,210,267
8.660,199,278
8.780,190,289
8.890,177,291
9.010,161,287
9.130,152,274
9.240,148,251
9.350,148,234
9.470,148,224
9.590,149,213
9.710,150,193
9.820,151,175
9.940,152,160
10.050,151,146
10.180,152,129
10.290,152,114
10.410,152,102
10.530,151,89
10.650,149,82
10.770,147,79
10.880,146,78
11.000,148,73
11.120,151,68
11.230,151,66
11.340,154,64
11.470,166,59
11.580,175,55
11.710,195,54
11.820,209,54
11.940,227,57
12.050,241,58
12.170,258,59
12.290,275,58
12.410,287,59
12.530,301,57
12.650,312,56
12.770,330,54
12.870,341,55
12.980,351,59
13.100,366,65
13.220,376,70
13.340,385,73
13.460,378,71
13.580,373,76
13.700,363,93
13.830,357,110
13.940,354,121
14.070,350,128
14.190,343,131
14.300,329,133
14.420,316,135
14.530,301,134
14.640,289,131
14.760,275,125
14.880,254,113
15.000,232,105
15.120,213,106
15.230,200,111
15.350,194,114
15.460,188,112
15.580,182,111
15.690,176,109
15.810,166,106
15.920,161,103
16.030,159,100
16.140,155,94
16.250,154,91
16.360,152,81
16.490,148,65
16.600,147,63
16.720,147,63
16.830,147,63
16.950,146,62
17.060,146,58
17.170,146,58
17.290,146,58
17.400,146,58
17.520,146,58
17.630,146,58
17.740,146,57
17.860,147,57
17.980,147,57
18.100,146,57
18.210,146,57
18.330,147,61
18.450,149,66
18.570,151,67
18.680,152,66
18.810,162,66
18.920,174,64
19.030,191,65
19.140,200,65
19.250,200,65
19.370,196,75
19.490,193,96
19.610,187,116
19.720,179,135
19.850,167,161
19.970,159,188
20.080,153,206
20.200,150,228
20.310,151,245
20.430,156,263
20.550,161,277
20.670,168,297
20.790,175,314
