Time,Centre position X,Centre position Y
0.000,,
0.220,246,227
0.340,241,235
0.450,235,243
0.580,229,249
0.690,222,258
0.820,215,265
0.930,207,269
1.040,199,274
1.160,189,278
1.270,184,282
1.380,177,286
1.500,172,288
1.620,177,285
1.740,173,282
1.850,162,272
1.970,158,268
2.080,157,268
2.200,160,271
2.320,165,266
2.430,168,256
2.550,172,247
2.660,175,238
2.770,178,233
2.890,179,228
3.000,179,226
3.110,179,226
3.230,176,232
3.350,175,236
3.460,182,238
3.580,193,241
3.700,200,246
3.810,209,253
3.910,219,260
4.030,231,271
4.140,238,278
4.240,245,287
4.360,253,296
4.480,264,305
4.600,271,310
4.710,283,317
4.830,286,317
4.940,283,317
5.050,280,313
5.170,283,309
5.280,293,303
5.390,303,295
5.500,312,290
5.600,322,286
5.720,329,283
5.830,334,283
5.940,340,282
6.060,348,283
6.180,352,285
6.300,355,286
6.410,366,290
6.520,374,293
6.630,379,291
6.760,392,293
6.870,400,292
6.980,399,292
7.090,397,288
7.210,401,275
7.330,404,261
7.440,407,249
7.560,411,234
7.670,413,221
7.780,414,210
7.890,414,198
8.010,412,184
8.130,409,171
8.250,406,158
8.370,405,140
8.480,404,123
8.600,405,110
8.710,406,99
8.830,409,84
8.950,413,73
9.070,416,65
9.190,418,60
9.300,419,61
9.420,419,61
9.530,419,59
9.650,418,59
9.760,417,63
9.880,413,66
9.990,408,64
10.110,395,58
10.230,382,54
10.340,369,52
10.450,352,52
10.570,341,54
10.690,323,60
10.810,310,62
10.920,292,63
11.040,281,63
11.160,265,62
11.280,249,62
11.400,235,60
11.520,217,59
11.640,204,58
11.750,190,55
11.860,183,54
11.980,176,52
12.090,169,51
12.210,163,50
12.330,161,50
12.510,164,50
12.620,165,50
12.740,165,50
12.850,164,49
12.960,163,49
13.080,162,49
13.190,161,49
13.320,160,49
13.430,160,48
13.540,160,48
13.650,162,50
13.760,162,50
13.880,164,51
13.990,168,53
14.110,168,57
14.220,166,62
14.350,164,75
14.470,163,94
14.590,162,111
14.700,162,125
14.810,164,146
14.920,167,149
15.040,170,145
15.150,177,134
15.270,182,121
15.370,182,105
15.490,181,95
15.600,180,90
15.720,180,84
15.830,183,79
15.940,186,75
16.050,194,69
16.170,198,64
16.280,204,64
16.390,215,64
16.520,226,63
16.630,237,62
16.750,248,61
16.860,255,60
16.980,251,60
17.090,250,58
17.220,251,57
17.330,252,57
17.440,251,58
17.550,251,60
17.660,252,60
17.780,252,60
17.900,253,64
18.020,257,69
18.140,259,80
18.250,262,95
18.360,266,117
18.470,269,134
18.590,275,153
18.700,278,164
18.820,283,180
18.940,291,195
19.060,296,200
19.180,299,200
19.300,297,197
19.410,297,196
19.520,293,196
19.640,289,198
19.740,274,207
19.870,259,213
19.990,239,215
20.100,223,213
20.210,205,208
20.330,193,202
20.450,180,190
20.570,170,174
20.690,163,162
20.810,160,149
20.920,157,130
21.040,154,114
21.150,153,104
21.260,151,93
21.370,148,79
21.480,148,73
21.600,146,63
21.720,145,59
21.830,145,58
21.940,145,58
22.050,145,56
22.170,145,55
22.290,145,53
22.410,144,52
22.530,144,53
22.640,145,53
22.760,145,53
22.870,144,53
22.990,145,54
23.100,145,55
23.210,145,57
23.330,145,55
23.440,148,56
23.540,151,56
23.660,160,57
23.780,163,57
23.900,162,54
24.010,163,52
24.120,162,49
24.240,160,49
24.350,159,50
24.470,158,49
24.590,158,50
24.690,157,51
24.810,156,52
24.920,152,52
25.030,150,51
25.140,148,50
25.250,147,50
25.370,148,50
25.480,148,50
25.590,147,49
25.720,148,50
25.820,147,50
25.940,149,51
26.060,153,52
26.180,154,53
26.290,152,54
26.400,150,56
26.520,150,61
26.640,151,71
26.750,152,80
26.870,153,88
26.980,152,107
27.100,152,114
27.220,151,118
27.330,150,118
27.440,149,118
27.560,148,118
27.670,147,119
27.780,147,120
27.890,147,119
28.000,151,117
28.120,153,113
28.240,156,109
28.350,154,103
28.470,151,94
28.580,151,81
28.700,152,74
28.810,154,62
28.930,157,58
29.040,161,56
29.170,165,56
29.280,181,52
29.400,189,53
29.510,200,53
29.630,209,54
29.740,217,52
29.850,222,53
29.970,225,54
30.080,223,53
30.200,221,52
30.310,221,49
30.430,220,49
30.540,220,49
30.660,221,49
30.780,221,49
30.890,221,50
31.010,221,50
31.120,221,50
31.230,221,50
31.350,221,51
31.470,222,53
31.580,221,55
31.690,223,60
31.800,229,66
31.920,234,76
32.030,239,88
32.150,247,102
32.270,259,112
32.380,268,115
32.490,291,120
32.600,316,126
32.710,332,126
32.820,351,124
32.940,373,119
33.050,385,117
33.160,395,119
33.280,400,130
33.400,400,141
33.520,399,152
33.640,398,163
33.740,397,184
33.860,397,199
33.980,397,215
34.080,396,229
34.190,395,242
34.310,392,260
34.430,390,271
34.550,391,286
34.660,392,296
34.770,395,305
34.890,399,313
35.000,403,314
35.120,405,316
35.230,407,319
35.350,409,316
35.460,411,316
35.580,415,318
35.700,418,319
35.810,423,321
35.940,424,323
