Time,Centre position X,Centre position Y
0.000,,
0.200,348,320
0.320,356,326
0.440,373,330
0.550,383,331
0.670,383,331
0.790,383,331
0.900,383,331
1.010,385,331
1.130,388,331
1.250,406,323
1.360,414,320
1.470,418,314
1.580,418,311
1.690,418,302
1.810,419,283
1.920,419,267
2.030,420,254
2.140,421,233
2.250,422,217
2.360,422,200
2.480,423,177
2.590,423,165
2.700,422,143
2.820,421,128
2.940,421,111
3.050,421,97
3.180,418,83
3.300,414,74
3.420,403,69
3.530,381,65
3.640,365,60
3.760,352,56
3.880,335,54
3.990,326,55
4.100,312,58
4.230,290,63
4.360,267,64
4.460,247,65
4.580,227,69
4.700,208,75
4.810,194,78
4.930,181,80
5.040,174,79
5.160,170,78
5.280,164,76
5.410,166,76
5.520,165,76
5.630,162,74
5.740,157,71
5.850,155,68
5.970,155,68
6.090,153,64
6.210,152,63
6.320,152,63
6.430,152,64
6.540,153,65
6.660,153,65
6.780,152,63
6.890,152,61
7.000,152,60
7.120,149,58
7.250,147,57
7.370,147,56
7.480,147,56
7.590,146,56
7.710,146,55
7.820,146,56
7.940,147,56
8.050,147,56
8.160,147,56
8.280,147,56
8.400,149,59
8.520,151,63
8.640,153,62
8.760,154,62
8.870,152,65
8.980,152,65
9.090,152,64
9.210,150,60
9.320,150,57
9.440,151,58
9.550,150,59
9.670,148,60
9.780,147,60
9.890,147,59
10.010,147,59
10.130,149,59
10.240,154,60
10.360,152,73
10.480,153,92
10.580,153,109
10.690,154,127
10.810,157,150
10.920,158,169
11.040,158,195
11.150,158,215
11.260,159,233
11.380,163,257
11.500,170,279
11.610,178,294
11.730,189,308
11.840,199,321
11.960,200,321
12.070,198,320
12.190,194,319
12.310,191,320
12.430,191,319
12.530,195,316
12.650,205,312
12.770,232,309
12.880,246,305
12.990,251,300
13.100,257,286
13.220,261,279
13.330,267,266
13.450,273,246
13.560,273,235
13.670,270,223
13.790,264,203
13.910,253,185
14.040,242,174
14.140,227,166
14.260,215,162
14.370,203,158
14.480,195,157
14.600,184,158
14.720,174,164
14.840,164,172
14.950,157,177
15.070,156,179
15.190,157,179
15.310,160,174
15.420,156,168
15.530,150,158
15.640,150,154
15.750,149,146
15.860,146,130
15.970,145,110
16.090,145,98
16.200,145,83
16.320,145,73
16.440,144,67
16.570,144,65
16.680,145,61
16.800,145,58
16.910,144,58
17.030,144,56
17.140,144,57
17.260,144,57
17.380,144,56
17.490,144,55
17.610,144,55
17.720,144,55
17.840,144,55
17.960,145,55
18.080,145,55
18.200,145,54
18.310,145,54
18.430,145,54
18.550,145,53
18.670,145,53
18.790,145,52
18.900,145,52
19.020,144,52
19.140,144,52
19.260,144,53
19.380,145,54
19.500,149,54
19.620,156,54
19.740,174,55
19.850,185,56
19.960,207,56
20.080,226,57
20.180,244,59
20.290,262,61
20.410,290,65
20.530,312,66
20.650,340,67
20.770,364,71
20.880,379,78
20.990,386,87
21.110,389,109
21.220,388,113
21.330,384,111
21.440,365,118
21.560,349,125
21.670,328,127
21.780,311,122
21.900,281,109
22.020,260,97
22.140,236,80
22.260,219,68
22.380,201,57
22.500,192,55
22.620,183,57
22.750,165,56
22.870,160,57
22.980,156,55
23.100,154,55
23.210,152,53
23.320,150,52
23.430,150,52
23.550,150,52
23.660,149,52
23.780,148,52
23.890,148,52
24.010,148,52
24.130,150,52
24.250,149,52
24.360,149,52
24.480,149,52
24.600,151,52
24.720,150,52
24.830,148,52
24.940,148,52
25.050,148,52
25.170,148,52
25.300,148,52
25.410,148,52
25.530,147,52
25.640,147,52
25.760,147,52
25.880,149,53
26.000,153,53
26.120,154,54
26.230,155,54
26.350,152,57
26.470,151,61
26.590,148,69
26.700,147,78
26.820,149,82
26.930,148,89
27.040,149,109
27.160,148,134
27.270,148,150
27.380,148,172
27.510,148,200
27.620,148,226
27.740,147,243
27.860,147,258
27.980,146,278
28.100,146,296
28.220,146,302
28.330,146,306
28.430,147,312
28.550,146,315
28.660,147,318
28.770,146,320
28.880,146,321
29.000,145,321
29.130,145,321
29.250,145,321
29.360,146,319
29.470,149,317
29.580,151,319
29.700,151,321
29.820,151,319
29.930,150,320
30.040,149,321
30.170,149,322
30.280,148,322
30.400,148,324
30.520,148,323
30.640,148,322
30.750,150,321
30.870,152,323
30.980,154,326
31.100,156,327
31.220,155,327
