Time,Centre position X,Centre position Y
0.000,,
0.400,248,228
0.560,243,240
0.680,238,250
0.800,236,257
0.920,233,261
1.030,230,266
1.140,225,271
1.290,218,276
1.410,215,278
1.520,213,280
1.720,205,289
1.830,204,294
1.950,203,301
2.060,203,303
2.170,205,304
2.300,211,309
2.410,221,316
2.530,229,320
2.640,238,321
2.760,253,322
2.870,265,322
2.980,275,322
3.090,289,323
3.200,300,323
3.320,312,324
3.440,323,325
3.550,334,326
3.660,332,326
3.780,330,327
3.890,330,325
4.000,335,320
4.120,348,314
4.230,354,311
4.340,361,310
4.460,370,313
4.580,380,317
4.700,395,322
4.830,408,325
4.950,415,326
5.060,416,326
5.180,414,322
5.290,416,318
5.400,421,310
5.520,425,300
5.630,426,292
5.750,426,280
5.860,426,269
5.980,426,258
6.090,426,247
6.210,427,238
6.330,427,225
6.440,426,210
6.550,425,199
6.670,424,188
6.790,423,175
6.890,422,163
7.000,422,153
7.120,421,137
7.230,421,125
7.340,421,110
7.460,420,102
7.570,422,93
7.690,424,80
7.800,425,71
7.920,428,61
8.040,427,57
8.150,428,57
8.270,428,55
8.390,428,54
8.500,428,54
8.620,428,53
8.730,428,52
8.850,428,52
8.960,428,52
9.070,428,52
9.190,428,52
9.310,427,54
9.420,427,56
9.540,426,57
9.650,423,56
9.760,419,54
9.870,411,50
9.980,400,48
10.090,388,48
10.210,374,52
10.330,362,53
10.450,349,55
10.570,339,54
10.690,324,54
10.800,313,53
10.910,297,51
11.030,289,49
11.150,281,48
11.260,270,48
11.380,250,48
11.500,239,51
11.610,227,54
11.720,211,57
11.840,201,58
11.940,191,56
12.060,181,52
12.170,172,49
12.280,166,48
12.390,156,47
12.510,154,47
12.630,152,47
12.740,152,46
12.840,150,46
12.960,151,46
13.060,150,46
13.170,152,47
13.290,152,49
13.410,148,55
13.520,145,63
13.640,145,72
13.750,146,77
13.860,148,90
13.970,149,103
14.090,150,121
14.210,148,137
14.320,147,150
14.430,148,163
14.540,149,182
14.650,149,195
14.760,149,208
14.880,150,225
14.990,150,236
15.110,150,246
15.230,151,261
15.340,152,274
15.450,151,280
15.560,147,287
15.670,148,289
15.790,148,292
15.900,149,290
16.020,153,295
16.130,152,306
16.250,150,312
16.360,151,308
16.480,151,305
16.600,152,304
16.710,154,305
16.830,159,313
16.950,163,320
17.070,164,322
17.180,164,324
17.300,163,324
17.420,161,321
17.530,158,318
17.650,156,321
17.770,155,323
17.880,155,323
17.990,155,322
18.100,158,318
18.220,166,318
18.330,174,319
18.440,192,321
18.550,207,324
18.670,226,327
18.790,236,327
18.910,252,328
19.020,266,326
19.140,277,322
19.250,296,318
19.370,308,316
19.480,327,315
19.600,338,317
19.730,352,321
19.840,362,324
19.950,365,326
20.070,367,326
20.180,369,328
20.300,370,329
20.420,369,329
20.540,365,325
20.650,361,322
20.770,357,320
20.890,353,320
21.000,343,321
21.110,331,321
21.230,313,321
21.350,293,318
21.470,276,313
21.580,264,310
21.700,253,306
21.810,235,301
21.930,223,298
22.050,209,295
22.170,197,293
22.280,188,291
22.390,181,289
22.510,174,288
22.610,170,288
22.740,166,288
22.860,163,293
22.970,155,298
23.080,152,300
23.190,150,302
23.300,149,305
23.420,148,308
23.520,147,309
23.640,147,311
23.750,148,310
23.880,153,307
23.990,158,303
24.100,157,305
24.220,158,306
24.330,161,302
24.440,161,295
24.560,160,287
24.670,158,272
24.780,158,261
24.890,157,249
25.010,157,230
25.120,155,222
25.240,153,218
25.350,150,213
25.470,148,209
25.590,147,210
