Time,Centre position X,Centre position Y
0.000,,
0.210,244,154
0.320,262,156
0.430,281,156
0.550,304,153
0.660,322,146
0.770,344,137
0.890,360,133
1.000,374,134
1.110,390,137
1.230,398,139
1.350,400,134
1.460,406,128
1.580,417,109
1.700,422,93
1.810,427,72
1.930,427,62
2.050,427,59
2.170,426,58
2.280,426,56
2.390,426,53
2.510,426,50
2.640,425,50
2.760,425,49
2.880,425,49
2.990,424,49
3.100,424,50
3.220,423,51
3.330,420,52
3.450,409,53
3.560,396,55
3.680,375,63
3.800,362,66
3.910,359,68
4.030,361,71
4.140,362,77
4.270,364,82
4.380,370,90
4.500,373,97
4.620,373,97
4.730,373,96
4.850,374,96
4.960,375,95
5.070,375,95
5.180,371,96
5.300,369,101
5.410,367,109
5.520,367,110
5.640,368,109
5.760,368,109
5.870,368,108
5.980,368,107
6.090,368,108
6.210,368,109
6.320,368,109
6.430,368,109
6.550,369,109
6.650,370,110
6.770,371,111
6.880,373,117
7.010,374,126
7.110,372,122
7.220,368,120
7.340,358,119
7.460,349,120
7.580,340,126
7.690,331,131
7.810,325,136
7.930,315,142
8.050,298,146
8.160,282,145
8.270,264,142
8.390,264,142
8.510,264,144
8.620,260,146
8.740,261,146
8.850,264,148
8.960,265,151
9.090,268,156
9.200,270,166
9.310,271,174
9.420,271,187
9.530,268,201
9.640,262,222
9.750,255,236
9.870,244,256
9.990,233,270
10.100,220,282
10.210,203,293
10.320,190,303
10.440,176,311
10.550,171,315
10.660,169,316
10.780,161,324
10.890,159,326
11.010,158,323
11.110,153,317
11.220,151,315
11.340,151,304
11.450,150,282
11.560,152,262
11.670,152,239
11.790,152,237
11.900,153,234
12.020,154,218
12.130,153,199
12.250,151,168
12.370,150,136
12.480,151,117
12.590,151,102
12.710,151,91
12.830,151,77
12.960,152,70
13.080,152,68
13.190,150,64
13.300,148,57
13.410,148,55
13.530,147,53
13.640,146,49
13.760,146,49
13.880,146,50
14.000,146,50
14.110,146,49
14.220,146,49
14.340,146,50
14.440,146,51
14.550,146,50
14.670,146,50
14.790,146,49
14.900,146,49
15.020,145,49
15.130,147,49
15.240,147,49
15.360,150,48
15.480,149,48
15.600,151,48
15.710,151,48
15.820,152,49
15.930,160,49
16.050,171,53
16.160,184,60
16.280,206,70
16.390,221,75
16.510,238,77
16.620,250,78
16.730,262,77
16.850,267,78
16.960,269,77
17.090,275,69
17.210,283,66
17.320,286,66
17.440,299,64
17.560,311,62
17.680,322,60
17.790,326,59
17.910,337,57
18.020,349,53
18.140,369,51
18.260,380,52
18.380,388,53
18.520,390,53
18.630,390,51
18.740,393,49
18.860,394,47
18.970,393,48
19.090,393,48
19.200,393,48
19.320,394,47
19.440,394,47
19.560,394,47
19.670,394,47
19.790,394,47
19.900,395,48
20.010,395,47
20.120,395,48
20.250,395,49
20.370,399,50
20.480,402,49
20.590,402,49
20.700,402,50
20.810,403,54
20.920,401,58
21.030,400,61
21.150,396,61
21.260,394,62
21.370,392,63
21.480,383,67
21.590,381,72
21.700,383,77
21.830,383,80
21.940,389,84
22.060,393,88
22.170,402,95
22.290,411,101
22.390,415,100
22.510,418,100
22.630,423,103
22.750,426,104
22.860,427,104
22.970,425,103
23.090,421,104
23.210,422,105
23.330,420,109
23.450,416,121
23.570,409,138
23.680,404,149
23.800,401,170
23.920,400,201
24.030,404,231
24.150,407,252
24.260,409,270
24.390,408,287
24.500,406,295
24.610,406,301
24.730,405,306
24.840,408,312
24.960,413,319
25.080,417,322
25.190,419,321
25.310,418,319
25.420,415,317
25.530,410,318
25.650,403,315
25.770,391,313
25.880,380,309
26.000,366,302
26.110,355,298
26.230,345,294
26.350,330,289
26.460,312,285
26.580,304,282
26.690,301,283
26.810,291,282
26.920,283,283
27.030,274,283
27.140,259,283
27.260,245,283
27.370,233,281
27.490,217,277
