Time,Centre position X,Centre position Y
0.000,,
0.210,426,230
0.330,425,251
0.440,424,270
0.560,425,283
0.670,424,293
0.790,423,304
0.900,424,307
1.020,423,311
1.130,423,316
1.240,423,321
1.350,423,318
1.460,422,315
1.580,419,311
1.700,419,312
1.810,413,315
1.930,405,320
2.050,401,322
2.160,401,322
2.280,401,323
2.390,400,325
2.500,396,327
2.630,395,327
2.750,398,325
2.860,402,321
2.970,406,320
3.090,411,323
3.210,414,328
3.320,416,329
3.440,416,329
3.550,419,329
3.680,420,330
3.790,420,330
3.920,420,330
4.040,420,331
4.160,420,330
4.270,420,330
4.380,420,330
4.500,420,330
4.610,420,330
4.710,417,329
4.830,412,326
4.950,408,325
5.060,409,322
5.190,415,314
5.310,419,303
5.420,418,296
5.530,420,287
5.650,421,281
5.760,422,279
5.880,423,278
5.990,422,279
6.100,420,281
6.220,417,283
6.340,415,280
6.450,411,273
6.570,410,272
6.670,411,276
6.780,409,285
6.890,402,297
7.000,397,309
7.120,386,324
7.230,379,330
7.350,371,331
7.470,362,332
7.590,348,333
7.710,332,333
7.820,317,332
7.940,299,333
8.040,279,333
8.170,258,332
8.290,243,332
8.400,229,331
8.510,209,331
8.630,195,330
8.750,178,331
8.870,167,332
8.990,163,332
9.100,160,332
9.220,160,331
9.330,162,331
9.450,162,331
9.560,161,330
9.680,160,331
9.810,160,331
9.920,160,331
10.040,156,330
10.160,154,330
10.280,152,331
10.400,150,331
10.500,149,331
10.610,149,331
10.740,148,331
10.850,148,331
10.960,148,331
11.080,148,331
11.200,149,331
11.320,151,331
11.450,155,329
11.560,153,328
11.680,150,322
11.790,148,314
11.900,147,305
12.020,147,291
12.130,147,282
12.240,146,272
12.370,146,269
12.480,147,269
12.600,147,270
12.720,148,273
12.830,150,276
12.940,153,272
13.060,156,264
13.170,159,256
13.290,163,251
13.400,169,237
13.510,172,233
13.630,177,231
13.750,184,226
13.860,185,227
13.980,186,233
14.090,194,237
14.210,207,248
14.320,217,257
14.420,227,264
14.530,242,273
14.650,252,281
14.760,264,289
14.870,275,304
14.990,287,316
15.100,301,325
15.210,323,331
15.330,339,330
