Time,Centre position X,Centre position Y
0.000,,
0.220,252,99
0.340,249,90
0.450,243,75
0.560,239,67
0.680,233,59
1.060,264,67
1.180,264,67
1.300,264,67
1.440,264,66
1.610,265,66
1.730,264,66
1.850,265,66
1.970,265,66
2.190,264,66
2.520,264,66
2.860,265,66
3.120,264,66
3.360,265,66
3.930,145,135
4.040,145,156
4.150,145,172
4.280,146,190
4.400,146,213
4.520,146,236
4.630,146,252
4.750,146,275
4.860,145,286
4.980,145,302
5.100,145,312
5.210,145,313
5.320,145,312
5.440,146,312
5.550,145,313
5.660,145,311
5.790,148,314
5.900,153,321
6.010,162,327
6.140,173,329
6.250,193,330
6.360,210,331
6.470,225,331
6.590,242,332
6.690,266,332
6.810,288,332
6.930,306,332
7.050,324,332
7.160,348,332
7.290,364,331
7.400,367,332
7.520,368,331
7.630,382,329
7.740,391,329
7.860,400,331
7.970,404,331
8.080,412,332
8.190,410,329
8.310,408,328
8.420,407,322
8.530,408,311
8.660,412,293
8.780,416,277
8.900,419,265
9.010,420,261
9.130,423,247
9.240,424,230
9.350,422,214
9.470,419,207
9.580,418,201
9.700,415,197
9.820,414,187
9.940,413,170
10.050,414,153
10.170,416,142
10.280,418,131
10.400,417,135
10.510,416,138
10.630,415,138
10.740,413,130
10.860,414,114
10.980,415,91
11.100,417,77
11.220,417,66
11.330,414,62
11.450,408,59
11.560,397,57
11.680,385,55
11.780,376,54
11.900,365,53
12.020,344,53
12.140,329,54
12.260,317,57
12.380,312,59
12.490,309,63
12.600,309,65
12.720,308,74
12.840,306,82
12.950,303,95
13.070,301,102
13.180,297,105
13.290,288,104
13.400,270,105
13.510,259,106
13.630,247,111
13.750,242,116
13.870,242,116
13.980,241,116
14.100,240,117
14.210,233,120
14.330,225,126
14.450,210,136
14.570,198,141
14.680,187,147
14.800,168,157
14.910,159,164
15.030,156,171
15.150,153,185
15.260,151,212
15.390,147,242
15.510,145,262
15.620,146,289
15.740,146,309
15.860,147,321
15.970,146,322
16.080,149,320
16.200,153,321
16.310,163,326
16.430,175,330
16.540,184,332
16.660,191,330
16.780,204,330
16.890,229,329
17.010,255,332
17.120,276,333
17.240,296,332
17.350,325,333
17.470,341,332
17.590,359,330
17.700,369,329
17.820,374,327
17.930,375,327
18.050,381,325
18.160,389,322
18.280,390,319
18.390,387,315
18.510,386,305
18.620,385,296
18.730,385,288
18.850,383,277
18.970,381,269
19.080,377,260
19.200,373,254
19.320,365,243
19.430,358,235
19.550,348,227
19.670,344,221
19.790,335,204
19.910,328,190
20.020,321,172
20.130,316,157
20.260,310,138
20.370,305,124
20.490,296,101
20.600,287,84
20.710,274,70
20.820,252,55
20.940,231,53
21.060,206,53
21.170,187,53
21.290,177,52
21.410,171,52
21.530,172,52
21.650,173,52
21.750,172,52
21.860,169,52
21.980,168,53
22.110,168,53
22.230,171,53
22.340,171,53
22.450,167,52
22.570,162,52
22.680,161,51
22.800,160,52
22.930,160,52
23.060,160,52
23.180,154,52
23.290,152,52
23.410,150,53
23.530,149,53
23.640,147,53
23.760,146,53
23.870,148,53
23.980,148,53
24.090,146,52
24.210,147,52
24.320,146,52
24.430,146,52
24.540,146,52
24.670,146,52
24.780,146,52
24.900,146,52
25.010,148,52
25.120,150,52
25.240,152,52
25.350,154,54
25.460,154,56
25.580,153,63
25.700,150,63
25.810,151,61
25.920,151,61
26.030,152,60
26.150,154,58
26.270,159,56
26.390,164,55
26.500,167,54
26.610,170,54
26.730,175,53
26.850,182,53
26.960,184,53
27.080,186,53
27.190,186,53
27.310,185,53
27.420,185,52
27.540,186,51
27.670,185,52
27.770,185,52
27.890,185,52
28.000,185,52
28.110,185,52
28.230,187,53
28.340,189,54
28.460,195,54
28.570,206,55
28.680,216,56
28.800,224,54
28.920,243,52
29.030,261,52
29.150,289,52
29.260,307,52
29.380,326,52
29.500,333,52
29.620,336,53
29.730,339,52
29.850,345,53
29.960,355,54
30.080,375,54
30.190,391,54
30.310,406,54
30.420,415,53
30.540,415,54
30.660,415,53
30.770,416,53
30.890,418,57
31.000,421,60
31.110,423,63
31.230,424,63
31.340,424,61
31.450,425,60
31.560,425,60
31.680,427,60
31.790,426,60
31.910,426,60
32.020,427,60
32.140,427,59
32.250,426,59
32.370,427,58
32.490,426,58
32.620,426,59
32.740,426,59
32.860,425,59
32.970,422,59
33.090,420,58
33.210,420,60
33.330,420,64
33.450,420,71
33.560,421,76
33.670,421,82
33.790,420,94
33.910,421,106
34.030,422,111
34.140,423,121
34.260,425,142
34.370,426,166
34.490,425,177
34.600,425,191
34.720,424,213
34.840,424,229
34.960,426,247
35.060,424,249
35.180,422,249
35.290,419,256
35.400,414,271
35.520,409,294
35.640,405,305
35.750,399,317
35.870,396,322
35.980,396,322
36.100,398,320
36.200,401,324
36.320,406,325
36.440,411,329
36.550,417,329
36.670,419,331
