Test,Animal,Treatment,Code,Stage,Trial,Apparatus,Reason ended,Date,Day of week,Time,Time of day,User,Test notes,Animal notes,Lighter / darker,Video file name,Test start video time,Duration,Distance,Head: distance travelled,First zone entered,Visited zones,Mean speed,Max speed,Rotations,Clockwise rotations,Anti-clockwise rotations,Absolute turn angle,Absolute head turn angle,Clockwise head turn angle,Anti-clockwise head turn angle,Path efficiency,Line crossings,Num centre positions,Num head positions,SE cuadrante : entries,SE cuadrante : number exits,SE cuadrante : head entries,SE cuadrante : time,SE cuadrante : head time,SE cuadrante : was 1st zone,SE cuadrante : distance,SE cuadrante : distance to first entry,SE cuadrante : head distance travelled,SE cuadrante : latency to first entry,SE cuadrante : latency to first exit,SE cuadrante : latency to last entry,SE cuadrante : head entry latency,SE cuadrante : head exit latency,SE cuadrante : average speed,SE cuadrante : max speed,SE cuadrante : max visit,SE cuadrante : min visit,SE cuadrante : mean visit,SE cuadrante : Visit duration list,SE cuadrante : initial distance,SE cuadrante : mean distance from,SE cuadrante : max distance from,SE cuadrante : min distance from,SE cuadrante : cumulative distance,SE cuadrante : head average distance from,SE cuadrante : head max distance from,SE cuadrante : head min distance from,SE cuadrante : mean distance to border,SE cuadrante : max distance to border,SE cuadrante : min distance to border,SE cuadrante : head mean distance to border,SE cuadrante : head max distance to border,SE cuadrante : head min distance to border,SE cuadrante : time getting closer to zone,SE cuadrante : time getting further from zone,SE cuadrante : time moving towards,SE cuadrante : time moving away from,SE cuadrante : initial heading error,SE cuadrante : signed initial heading error,SE cuadrante : average absolute heading error,SE cuadrante : time oriented towards,SE cuadrante : in zone oriented towards centre,SE cuadrante : absolute turn angle,SE cuadrante : Absolute head turn angle,SE cuadrante : time head in / centre out,SE cuadrante : path efficiency to entry,SE cuadrante : CIPL,SE cuadrante : Number line crossings,SWcuadrante : entries,SWcuadrante : number exits,SWcuadrante : head entries,SWcuadrante : time,SWcuadrante : head time,SWcuadrante : was 1st zone,SWcuadrante : distance,SWcuadrante : distance to first entry,SWcuadrante : head distance travelled,SWcuadrante : latency to first entry,SWcuadrante : latency to first exit,SWcuadrante : latency to last entry,SWcuadrante : head entry latency,SWcuadrante : head exit latency,SWcuadrante : average speed,SWcuadrante : max speed,SWcuadrante : max visit,SWcuadrante : min visit,SWcuadrante : mean visit,SWcuadrante : Visit duration list,SWcuadrante : initial distance,SWcuadrante : mean distance from,SWcuadrante : max distance from,SWcuadrante : min distance from,SWcuadrante : cumulative distance,SWcuadrante : head average distance from,SWcuadrante : head max distance from,SWcuadrante : head min distance from,SWcuadrante : mean distance to border,SWcuadrante : max distance to border,SWcuadrante : min distance to border,SWcuadrante : head mean distance to border,SWcuadrante : head max distance to border,SWcuadrante : head min distance to border,SWcuadrante : time getting closer to zone,SWcuadrante : time getting further from zone,SWcuadrante : time moving towards,SWcuadrante : time moving away from,SWcuadrante : initial heading error,SWcuadrante : signed initial heading error,SWcuadrante : average absolute heading error,SWcuadrante : time oriented towards,SWcuadrante : in zone oriented towards centre,SWcuadrante : absolute turn angle,SWcuadrante : Absolute head turn angle,SWcuadrante : time head in / centre out,SWcuadrante : path efficiency to entry,SWcuadrante : CIPL,SWcuadrante : Number line crossings,NW Cuadrante : entries,NW Cuadrante : number exits,NW Cuadrante : head entries,NW Cuadrante : time,NW Cuadrante : head time,NW Cuadrante : was 1st zone,NW Cuadrante : distance,NW Cuadrante : distance to first entry,NW Cuadrante : head distance travelled,NW Cuadrante : latency to first entry,NW Cuadrante : latency to first exit,NW Cuadrante : latency to last entry,NW Cuadrante : head entry latency,NW Cuadrante : head exit latency,NW Cuadrante : average speed,NW Cuadrante : max speed,NW Cuadrante : max visit,NW Cuadrante : min visit,NW Cuadrante : mean visit,NW Cuadrante : Visit duration list,NW Cuadrante : initial distance,NW Cuadrante : mean distance from,NW Cuadrante : max distance from,NW Cuadrante : min distance from,NW Cuadrante : cumulative distance,NW Cuadrante : head average distance from,NW Cuadrante : head max distance from,NW Cuadrante : head min distance from,NW Cuadrante : mean distance to border,NW Cuadrante : max distance to border,NW Cuadrante : min distance to border,NW Cuadrante : head mean distance to border,NW Cuadrante : head max distance to border,NW Cuadrante : head min distance to border,NW Cuadrante : time getting closer to zone,NW Cuadrante : time getting further from zone,NW Cuadrante : time moving towards,NW Cuadrante : time moving away from,NW Cuadrante : initial heading error,NW Cuadrante : signed initial heading error,NW Cuadrante : average absolute heading error,NW Cuadrante : time oriented towards,NW Cuadrante : in zone oriented towards centre,NW Cuadrante : absolute turn angle,NW Cuadrante : Absolute head turn angle,NW Cuadrante : time head in / centre out,NW Cuadrante : path efficiency to entry,NW Cuadrante : CIPL,NW Cuadrante : Number line crossings,NE cuadrante : entries,NE cuadrante : number exits,NE cuadrante : head entries,NE cuadrante : time,NE cuadrante : head time,NE cuadrante : was 1st zone,NE cuadrante : distance,NE cuadrante : distance to first entry,NE cuadrante : head distance travelled,NE cuadrante : latency to first entry,NE cuadrante : latency to first exit,NE cuadrante : latency to last entry,NE cuadrante : head entry latency,NE cuadrante : head exit latency,NE cuadrante : average speed,NE cuadrante : max speed,NE cuadrante : max visit,NE cuadrante : min visit,NE cuadrante : mean visit,NE cuadrante : Visit duration list,NE cuadrante : initial distance,NE cuadrante : mean distance from,NE cuadrante : max distance from,NE cuadrante : min distance from,NE cuadrante : cumulative distance,NE cuadrante : head average distance from,NE cuadrante : head max distance from,NE cuadrante : head min distance from,NE cuadrante : mean distance to border,NE cuadrante : max distance to border,NE cuadrante : min distance to border,NE cuadrante : head mean distance to border,NE cuadrante : head max distance to border,NE cuadrante : head min distance to border,NE cuadrante : time getting closer to zone,NE cuadrante : time getting further from zone,NE cuadrante : time moving towards,NE cuadrante : time moving away from,NE cuadrante : initial heading error,NE cuadrante : signed initial heading error,NE cuadrante : average absolute heading error,NE cuadrante : time oriented towards,NE cuadrante : in zone oriented towards centre,NE cuadrante : absolute turn angle,NE cuadrante : Absolute head turn angle,NE cuadrante : time head in / centre out,NE cuadrante : path efficiency to entry,NE cuadrante : CIPL,NE cuadrante : Number line crossings,Zona SE : entries,Zona SE : number exits,Zona SE : head entries,Zona SE : time,Zona SE : head time,Zona SE : was 1st zone,Zona SE : distance,Zona SE : distance to first entry,Zona SE : head distance travelled,Zona SE : latency to first entry,Zona SE : latency to first exit,Zona SE : latency to last entry,Zona SE : head entry latency,Zona SE : head exit latency,Zona SE : average speed,Zona SE : max speed,Zona SE : max visit,Zona SE : min visit,Zona SE : mean visit,Zona SE : Visit duration list,Zona SE : initial distance,Zona SE : mean distance from,Zona SE : max distance from,Zona SE : min distance from,Zona SE : cumulative distance,Zona SE : head average distance from,Zona SE : head max distance from,Zona SE : head min distance from,Zona SE : mean distance to border,Zona SE : max distance to border,Zona SE : min distance to border,Zona SE : head mean distance to border,Zona SE : head max distance to border,Zona SE : head min distance to border,Zona SE : time getting closer to zone,Zona SE : time getting further from zone,Zona SE : time moving towards,Zona SE : time moving away from,Zona SE : initial heading error,Zona SE : signed initial heading error,Zona SE : average absolute heading error,Zona SE : time oriented towards,Zona SE : in zone oriented towards centre,Zona SE : absolute turn angle,Zona SE : Absolute head turn angle,Zona SE : time head in / centre out,Zona SE : path efficiency to entry,Zona SE : CIPL,Zona SE : Number line crossings,Zona SW : entries,Zona SW : number exits,Zona SW : head entries,Zona SW : time,Zona SW : head time,Zona SW : was 1st zone,Zona SW : distance,Zona SW : distance to first entry,Zona SW : head distance travelled,Zona SW : latency to first entry,Zona SW : latency to first exit,Zona SW : latency to last entry,Zona SW : head entry latency,Zona SW : head exit latency,Zona SW : average speed,Zona SW : max speed,Zona SW : max visit,Zona SW : min visit,Zona SW : mean visit,Zona SW : Visit duration list,Zona SW : initial distance,Zona SW : mean distance from,Zona SW : max distance from,Zona SW : min distance from,Zona SW : cumulative distance,Zona SW : head average distance from,Zona SW : head max distance from,Zona SW : head min distance from,Zona SW : mean distance to border,Zona SW : max distance to border,Zona SW : min distance to border,Zona SW : head mean distance to border,Zona SW : head max distance to border,Zona SW : head min distance to border,Zona SW : time getting closer to zone,Zona SW : time getting further from zone,Zona SW : time moving towards,Zona SW : time moving away from,Zona SW : initial heading error,Zona SW : signed initial heading error,Zona SW : average absolute heading error,Zona SW : time oriented towards,Zona SW : in zone oriented towards centre,Zona SW : absolute turn angle,Zona SW : Absolute head turn angle,Zona SW : time head in / centre out,Zona SW : path efficiency to entry,Zona SW : CIPL,Zona SW : Number line crossings,Zona NE : entries,Zona NE : number exits,Zona NE : head entries,Zona NE : time,Zona NE : head time,Zona NE : was 1st zone,Zona NE : distance,Zona NE : distance to first entry,Zona NE : head distance travelled,Zona NE : latency to first entry,Zona NE : latency to first exit,Zona NE : latency to last entry,Zona NE : head entry latency,Zona NE : head exit latency,Zona NE : average speed,Zona NE : max speed,Zona NE : max visit,Zona NE : min visit,Zona NE : mean visit,Zona NE : Visit duration list,Zona NE : initial distance,Zona NE : mean distance from,Zona NE : max distance from,Zona NE : min distance from,Zona NE : cumulative distance,Zona NE : head average distance from,Zona NE : head max distance from,Zona NE : head min distance from,Zona NE : mean distance to border,Zona NE : max distance to border,Zona NE : min distance to border,Zona NE : head mean distance to border,Zona NE : head max distance to border,Zona NE : head min distance to border,Zona NE : time getting closer to zone,Zona NE : time getting further from zone,Zona NE : time moving towards,Zona NE : time moving away from,Zona NE : initial heading error,Zona NE : signed initial heading error,Zona NE : average absolute heading error,Zona NE : time oriented towards,Zona NE : in zone oriented towards centre,Zona NE : absolute turn angle,Zona NE : Absolute head turn angle,Zona NE : time head in / centre out,Zona NE : path efficiency to entry,Zona NE : CIPL,Zona NE : Number line crossings,Zona NW : entries,Zona NW : number exits,Zona NW : head entries,Zona NW : time,Zona NW : head time,Zona NW : was 1st zone,Zona NW : distance,Zona NW : distance to first entry,Zona NW : head distance travelled,Zona NW : latency to first entry,Zona NW : latency to first exit,Zona NW : latency to last entry,Zona NW : head entry latency,Zona NW : head exit latency,Zona NW : average speed,Zona NW : max speed,Zona NW : max visit,Zona NW : min visit,Zona NW : mean visit,Zona NW : Visit duration list,Zona NW : initial distance,Zona NW : mean distance from,Zona NW : max distance from,Zona NW : min distance from,Zona NW : cumulative distance,Zona NW : head average distance from,Zona NW : head max distance from,Zona NW : head min distance from,Zona NW : mean distance to border,Zona NW : max distance to border,Zona NW : min distance to border,Zona NW : head mean distance to border,Zona NW : head max distance to border,Zona NW : head min distance to border,Zona NW : time getting closer to zone,Zona NW : time getting further from zone,Zona NW : time moving towards,Zona NW : time moving away from,Zona NW : initial heading error,Zona NW : signed initial heading error,Zona NW : average absolute heading error,Zona NW : time oriented towards,Zona NW : in zone oriented towards centre,Zona NW : absolute turn angle,Zona NW : Absolute head turn angle,Zona NW : time head in / centre out,Zona NW : path efficiency to entry,Zona NW : CIPL,Zona NW : Number line crossings,Annulus NE : entries,Annulus NE : number exits,Annulus NE : head entries,Annulus NE : time,Annulus NE : head time,Annulus NE : was 1st zone,Annulus NE : distance,Annulus NE : distance to first entry,Annulus NE : head distance travelled,Annulus NE : latency to first entry,Annulus NE : latency to first exit,Annulus NE : latency to last entry,Annulus NE : head entry latency,Annulus NE : head exit latency,Annulus NE : average speed,Annulus NE : max speed,Annulus NE : max visit,Annulus NE : min visit,Annulus NE : mean visit,Annulus NE : Visit duration list,Annulus NE : initial distance,Annulus NE : mean distance from,Annulus NE : max distance from,Annulus NE : min distance from,Annulus NE : cumulative distance,Annulus NE : head average distance from,Annulus NE : head max distance from,Annulus NE : head min distance from,Annulus NE : mean distance to border,Annulus NE : max distance to border,Annulus NE : min distance to border,Annulus NE : head mean distance to border,Annulus NE : head max distance to border,Annulus NE : head min distance to border,Annulus NE : time getting closer to zone,Annulus NE : time getting further from zone,Annulus NE : time moving towards,Annulus NE : time moving away from,Annulus NE : initial heading error,Annulus NE : signed initial heading error,Annulus NE : average absolute heading error,Annulus NE : time oriented towards,Annulus NE : in zone oriented towards centre,Annulus NE : absolute turn angle,Annulus NE : Absolute head turn angle,Annulus NE : time head in / centre out,Annulus NE : path efficiency to entry,Annulus NE : CIPL,Annulus NE : Number line crossings,Annulus NW : entries,Annulus NW : number exits,Annulus NW : head entries,Annulus NW : time,Annulus NW : head time,Annulus NW : was 1st zone,Annulus NW : distance,Annulus NW : distance to first entry,Annulus NW : head distance travelled,Annulus NW : latency to first entry,Annulus NW : latency to first exit,Annulus NW : latency to last entry,Annulus NW : head entry latency,Annulus NW : head exit latency,Annulus NW : average speed,Annulus NW : max speed,Annulus NW : max visit,Annulus NW : min visit,Annulus NW : mean visit,Annulus NW : Visit duration list,Annulus NW : initial distance,Annulus NW : mean distance from,Annulus NW : max distance from,Annulus NW : min distance from,Annulus NW : cumulative distance,Annulus NW : head average distance from,Annulus NW : head max distance from,Annulus NW : head min distance from,Annulus NW : mean distance to border,Annulus NW : max distance to border,Annulus NW : min distance to border,Annulus NW : head mean distance to border,Annulus NW : head max distance to border,Annulus NW : head min distance to border,Annulus NW : time getting closer to zone,Annulus NW : time getting further from zone,Annulus NW : time moving towards,Annulus NW : time moving away from,Annulus NW : initial heading error,Annulus NW : signed initial heading error,Annulus NW : average absolute heading error,Annulus NW : time oriented towards,Annulus NW : in zone oriented towards centre,Annulus NW : absolute turn angle,Annulus NW : Absolute head turn angle,Annulus NW : time head in / centre out,Annulus NW : path efficiency to entry,Annulus NW : CIPL,Annulus NW : Number line crossings,Annulus SE : entries,Annulus SE : number exits,Annulus SE : head entries,Annulus SE : time,Annulus SE : head time,Annulus SE : was 1st zone,Annulus SE : distance,Annulus SE : distance to first entry,Annulus SE : head distance travelled,Annulus SE : latency to first entry,Annulus SE : latency to first exit,Annulus SE : latency to last entry,Annulus SE : head entry latency,Annulus SE : head exit latency,Annulus SE : average speed,Annulus SE : max speed,Annulus SE : max visit,Annulus SE : min visit,Annulus SE : mean visit,Annulus SE : Visit duration list,Annulus SE : initial distance,Annulus SE : mean distance from,Annulus SE : max distance from,Annulus SE : min distance from,Annulus SE : cumulative distance,Annulus SE : head average distance from,Annulus SE : head max distance from,Annulus SE : head min distance from,Annulus SE : mean distance to border,Annulus SE : max distance to border,Annulus SE : min distance to border,Annulus SE : head mean distance to border,Annulus SE : head max distance to border,Annulus SE : head min distance to border,Annulus SE : time getting closer to zone,Annulus SE : time getting further from zone,Annulus SE : time moving towards,Annulus SE : time moving away from,Annulus SE : initial heading error,Annulus SE : signed initial heading error,Annulus SE : average absolute heading error,Annulus SE : time oriented towards,Annulus SE : in zone oriented towards centre,Annulus SE : absolute turn angle,Annulus SE : Absolute head turn angle,Annulus SE : time head in / centre out,Annulus SE : path efficiency to entry,Annulus SE : CIPL,Annulus SE : Number line crossings,Annulus SW : entries,Annulus SW : number exits,Annulus SW : head entries,Annulus SW : time,Annulus SW : head time,Annulus SW : was 1st zone,Annulus SW : distance,Annulus SW : distance to first entry,Annulus SW : head distance travelled,Annulus SW : latency to first entry,Annulus SW : latency to first exit,Annulus SW : latency to last entry,Annulus SW : head entry latency,Annulus SW : head exit latency,Annulus SW : average speed,Annulus SW : max speed,Annulus SW : max visit,Annulus SW : min visit,Annulus SW : mean visit,Annulus SW : Visit duration list,Annulus SW : initial distance,Annulus SW : mean distance from,Annulus SW : max distance from,Annulus SW : min distance from,Annulus SW : cumulative distance,Annulus SW : head average distance from,Annulus SW : head max distance from,Annulus SW : head min distance from,Annulus SW : mean distance to border,Annulus SW : max distance to border,Annulus SW : min distance to border,Annulus SW : head mean distance to border,Annulus SW : head max distance to border,Annulus SW : head min distance to border,Annulus SW : time getting closer to zone,Annulus SW : time getting further from zone,Annulus SW : time moving towards,Annulus SW : time moving away from,Annulus SW : initial heading error,Annulus SW : signed initial heading error,Annulus SW : average absolute heading error,Annulus SW : time oriented towards,Annulus SW : in zone oriented towards centre,Annulus SW : absolute turn angle,Annulus SW : Absolute head turn angle,Annulus SW : time head in / centre out,Annulus SW : path efficiency to entry,Annulus SW : CIPL,Annulus SW : Number line crossings,Annulus centro : entries,Annulus centro : number exits,Annulus centro : head entries,Annulus centro : time,Annulus centro : head time,Annulus centro : was 1st zone,Annulus centro : distance,Annulus centro : distance to first entry,Annulus centro : head distance travelled,Annulus centro : latency to first entry,Annulus centro : latency to first exit,Annulus centro : latency to last entry,Annulus centro : head entry latency,Annulus centro : head exit latency,Annulus centro : average speed,Annulus centro : max speed,Annulus centro : max visit,Annulus centro : min visit,Annulus centro : mean visit,Annulus centro : Visit duration list,Annulus centro : initial distance,Annulus centro : mean distance from,Annulus centro : max distance from,Annulus centro : min distance from,Annulus centro : cumulative distance,Annulus centro : head average distance from,Annulus centro : head max distance from,Annulus centro : head min distance from,Annulus centro : mean distance to border,Annulus centro : max distance to border,Annulus centro : min distance to border,Annulus centro : head mean distance to border,Annulus centro : head max distance to border,Annulus centro : head min distance to border,Annulus centro : time getting closer to zone,Annulus centro : time getting further from zone,Annulus centro : time moving towards,Annulus centro : time moving away from,Annulus centro : initial heading error,Annulus centro : signed initial heading error,Annulus centro : average absolute heading error,Annulus centro : time oriented towards,Annulus centro : in zone oriented towards centre,Annulus centro : absolute turn angle,Annulus centro : Absolute head turn angle,Annulus centro : time head in / centre out,Annulus centro : path efficiency to entry,Annulus centro : CIPL,Annulus centro : Number line crossings,Sexo,Peso,Mouseline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,#6,fluoxetina_control,A,prueba_rev,1,WM,Test duration,11/10/2022,Thursday,15:42,pm,Alonso,,,Darker,santiago_fluoxetina_prueba1 videos\Test 6.szv,,60,13.911,13.253,SE cuadrante,SE cuadrante, Zona SE, SWcuadrante, NW Cuadrante, Zona NW, NE cuadrante, Zona NE, Annulus NE, SE cuadrante, SWcuadrante, Zona SW, Annulus SW, NW Cuadrante, Zona NW, NE cuadrante, Zona NE, SE cuadrante, Zona SE, Annulus SE, Annulus centro, SWcuadrante, NW Cuadrante, SWcuadrante, Zona SW, Zona SW, Annulus SW, NW Cuadrante, Zona NW, Annulus NW, Zona NW, Annulus NW, Annulus centro, NE cuadrante, SE cuadrante, Zona SE, NE cuadrante, Zona NE, SE cuadrante, Zona SE, SWcuadrante, Zona SW, Annulus SW, Zona SW, Annulus SW, NW Cuadrante, Zona NW, NE cuadrante, Zona NE, Annulus NE, SE cuadrante, Zona SE, Annulus SE, SWcuadrante, Zona SW, Annulus SW, NW Cuadrante, Zona NW, Annulus NW, NE cuadrante,0.232,0.351,7,3,4,3705,9041,4152,4889,0.042,92,542,346,6,6,5,15.5,13.6,Yes,3.658,0,3.498,0,2.4,52.9,12.1,13.4,0.236,0.351,3.9,1.3,2.6,2.4,1.31,3.86,2.31,3.31,2.3,0.011,0.261,0.576,0,12.255,0.28,0.587,0,0.107,0.24,0,0.11,0.235,0,15.9,25.6,10.7,8.8,103,-103,84,32,2.7,859,795,1,,,20,6,6,4,16.7,14.1,No,3.543,0.192,3.391,2.4,4.7,55.2,13.4,16.8,0.212,0.32,4.2,0.1,2.8,2.32,3.5,0.12,4.21,4.19,2.4,0.197,0.274,0.606,0,11.865,0.285,0.595,0,0.107,0.239,0,0.11,0.245,0,19.1,21.5,22.7,10.3,2,2,78,31.3,3.1,1080,1114,0.3,0.976,0.03,28,6,6,6,13.9,18.4,No,3.317,0.454,3.15,4.7,7.8,57.6,0,7.5,0.238,0.329,4.3,0.4,2.3,3.07,2.5,0.44,4.3,1.41,2.19,0.244,0.256,0.517,0,11.815,0.241,0.528,0,0.114,0.247,0,0.118,0.251,0,24.2,18.4,21,11.1,56,56,76,26.7,2.8,909,807,1.2,0.551,0.4,26,6,5,5,13.9,14,No,3.393,0.932,3.213,7.8,12.2,59.8,7.5,12.1,0.245,0.33,4.6,0.1,2.3,4.42,2.08,0.11,4.56,2.52,0.17,0.144,0.251,0.566,0,11.589,0.252,0.596,0,0.089,0.235,0,0.079,0.226,0,22.1,18.8,10,8,115,115,78,32.5,2.1,857,592,2.8,0.157,1.05,18,5,5,4,9,7.5,No,2.026,0,1.976,0,1.5,53.7,22.7,25.1,0.224,0.351,2.7,1.2,1.8,1.53,2.33,1.21,2.66,1.31,0.008,0.33,0.735,0,17.302,0.354,0.745,0,0.064,0.161,0,0.068,0.169,0,20.8,28.2,15.8,10.6,96,-96,86,23.7,1,543,600,0.8,,,8,6,6,5,9.7,8.1,No,2.394,2.562,2.006,15.3,16.7,55.6,15.1,16.6,0.247,0.32,1.8,1.3,1.6,1.41,1.34,1.66,1.76,1.78,1.74,0.256,0.321,0.751,0,16.136,0.336,0.745,0,0.081,0.183,0,0.079,0.183,0,22,25.4,24,10.7,1,-1,77,23.7,2.3,746,621,1.2,0.101,4.03,16,4,4,3,4.7,4.4,No,1.262,1.393,0.976,10.3,11.9,50.9,10,11.7,0.267,0.33,1.6,0.7,1.2,1.56,0.66,1,1.51,0.185,0.298,0.709,0,16.476,0.294,0.735,0,0.072,0.174,0,0.057,0.167,0,28.3,24.3,12.8,9.6,114,114,82,23.8,1.2,184,121,2,0.133,1.87,8,6,6,6,9.1,13.4,No,2.206,0.486,1.968,4.9,7.1,57.8,0,6.8,0.243,0.329,2.2,0.9,1.5,2.18,1.62,1.32,1.34,0.87,1.75,0.374,0.307,0.634,0,15.639,0.285,0.634,0,0.078,0.18,0,0.086,0.183,0,27.3,21.5,23.3,13.9,56,56,74,21.7,1.6,551,451,0.6,0.76,0.45,12,2,2,1,0.9,0.4,No,0.235,1.522,0.084,10.9,11.3,51.4,10.7,11.1,0.273,0.273,0.4,0.4,0.4,0.44,0.42,0.324,0.415,0.852,0,24.53,0.411,0.878,0,0.024,0.038,0,0.017,0.031,0,30.3,27,11,10.8,114,114,86,16.5,0.2,18,60,0.2,0.212,3.08,2,3,3,3,1.1,1.3,No,0.283,6.366,0.35,30.8,31.1,58.4,31.1,31.3,0.251,0.294,0.5,0.3,0.4,0.33,0.35,0.45,0.522,0.404,0.781,0,23.756,0.389,0.782,0,0.02,0.038,0,0.019,0.039,0,31.9,25.5,19.2,16.4,56,56,84,13.7,0,86,90,0.8,0.082,10.88,3,2,2,3,0.8,0.9,No,0.206,4.624,0.238,23.6,24,54.2,23.9,24.2,0.268,0.328,0.5,0.3,0.4,0.45,0.32,0.086,0.424,0.876,0,25.089,0.447,0.885,0,0.016,0.029,0,0.013,0.03,0,24.4,33.2,12.8,12.2,98,-98,91,13.8,0,77,74,0.5,0.019,9.98,2,5,5,4,2,1.4,No,0.489,2.698,0.372,15.8,16.1,56.2,15.8,16,0.248,0.289,0.4,0.3,0.4,0.33,0.44,0.44,0.33,0.43,0.395,0.412,0.895,0,23.893,0.432,0.887,0,0.02,0.046,0,0.018,0.046,0,26.8,29.2,20.4,13.8,1,-1,85,14.9,0,160,84,0.8,0.147,5.96,5,2,2,2,0.7,1,No,0.185,5.06,0.276,25.4,25.7,34.4,25.5,26,0.276,0.295,0.3,0.3,0.3,0.34,0.33,0.187,0.293,0.544,0,17.381,0.309,0.547,0,0.022,0.037,0,0.012,0.027,0,27.4,29.7,14.9,10.5,52,52,86,12.7,0,37,22,0.6,0.037,6.46,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
